"code","iso","country","GDP.raw.1990","GDP.raw.1991","GDP.raw.1992","GDP.raw.1993","GDP.raw.1994","GDP.raw.1995","GDP.raw.1996","GDP.raw.1997","GDP.raw.1998","GDP.raw.1999","GDP.raw.2000","GDP.raw.2001","GDP.raw.2002","GDP.raw.2003","GDP.raw.2004","GDP.raw.2005","GDP.raw.2006","GDP.raw.2007","GDP.raw.2008","GDP.raw.2009","GDP.raw.2010","GDP.raw.2011","GDP.raw.2012","GDP.raw.2013","GDP.raw.2014","GDP.raw.2015","GDP.raw.2016","GDP.raw.2017","GDP.raw.2018","GDP.raw.2019","GDP.raw.2020"
422,"LBN","Lebanon",21170906255.7322,31639364548.5536,36840352672.6629,40806463392.9679,44113925993.6979,46958772454.1766,52258509327.0312,52809819181.9833,54745681283.8978,54457946395.0281,55188702122.21,57307765762.661,59269496447.3633,61182181340.9757,65268811258.9473,67021787487.5675,68060300139.3516,74397137774.4563,81144309627.9215,89447121631.0286,96580650834.9141,97418333333.2336,99893287486.335,103700243931.332,106252681487.374,106477524868.307,108106120020.584,109025778306.588,106925500511.919,99761491977.6803,79509915895.4207
426,"LSO","Lesotho",2277298348.86403,2435948777.62723,2605402264.76263,2696845800.05967,2858113757.34895,2952172524.68992,3117406676.574,3232863062.34577,3282573363.54154,3298199236.7457,3426022492.19321,3548043099.12973,3573725111.0103,3736678999.92187,3799917591.49334,3931627389.40838,4097938957.28988,4269557133.72291,4505323282.71637,4448758289.96563,4683042387.08269,4899129775.21934,5209480911.38836,5302862494.82886,5393570291.28648,5562257315.52179,5761851387.80813,5580816901.26206,5512555847.49346,5491529196.49182,4884111495.91824
430,"LBR","Liberia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4839570802.84241,4980899480.80227,5168331638.85531,3610331213.67194,3704916392.42999,3900580884.18271,4214339953.61602,4616189062.83117,4946047576.82868,5208214776.24577,5525906898.74156,5979073584.06923,6457029706.53674,7019051384.42237,7068265035.8669,7068265035.8669,6955202193.97297,7126900130.29696,7214030141.41583,7049676851.37787,6847300196.90095
434,"LBY","Libya",NA,NA,NA,NA,NA,NA,NA,NA,NA,86540725665.8774,89724743548.1248,88143005632.4277,87297846968.7528,98660535669.2708,103062403709.244,115296662281.677,122791576264.405,130591686431.238,134075031340.204,133015648431.917,139694749537.903,52977949150.4267,118214760087.593,102137552746.2,77624540051.8971,70745422757.5003,68767756473.2848,87115614620.6817,100298646254.751,102842173262.421,70652573031.2829
438,"LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,"LTU","Lithuania",NA,NA,NA,NA,NA,38614951870.8962,40606890384.3649,43981697192.925,47269662757.9337,46730045922.2299,48456966648.5672,51619321062.895,55104355429.1282,60926657922.7044,64929228693.8814,69949795338.678,75135958038.9915,83481669656.9603,85664233657.0446,72952853508.4314,74157480683.2931,78635856993.3067,81658512980.3964,84557449673.47,87548255021.8647,89320742945.6501,91570579072.6829,95492177900.2528,99251557791.915,103557944958.086,102655017499.143
442,"LUX","Luxembourg",25828931061.049,28061632471.1826,28572257732.68,29772477575.466,30910059727.1005,31352753784.2339,31788065196.8276,33603073253.2927,35634262299.5799,38656404027.3182,41841615202.5897,42901034360.341,44539626211.2394,45265303920.824,46900367568.4399,48388254391.0481,50894032693.7998,55146002172.9657,54440361516.4745,52067520355.2773,54600589068.761,55987026755.8218,55789661239.1211,57828422631.2889,60313186375.3117,62910532427.8423,65788438305.5007,66973407127.1117,69056840164.3327,70643061153.9738,69715373265.5591
446,"MAC","Macao",16769019133.5509,17382592946.0593,19694314250.6521,20715750716.544,21596674095.6019,22308607068.8942,22215119028.4539,22153105919.4645,21140474940.3476,20641747157.4781,21828052311.9219,22458487694.8504,24459768752.9313,27306938593.7529,34578959214.368,37371422626.7155,42375562025.83,48510176046.2196,50155303266.872,50794356785.793,63555380630.4911,77293813507.2065,84437498841.8466,93516892460.7118,91601418060.9908,71913848438.5067,71428797262.7558,78559180691.8422,83638822456.2822,81440073673.5039,35582597355.9276
450,"MDG","Madagascar",21492865720.2362,20137450040.1933,20375250155.4804,20803114757.9222,20794356376.0223,21143408844.5857,21598881104.3983,22396634183.0971,23273927051.6757,24367621725.8479,25453652252.6622,26975840667.983,23628686153.3037,25940727603.1002,27304432592.6335,28602989111.2519,30147123895.3882,31868694758.9542,34007925176.2978,32654848916.9527,32857057454.835,33375682916.431,34380673593.5654,35171562116.897,36346011708.3801,37484476338.5711,38981286237.9072,40514543473.3171,41811008864.478,43650693254.5029,41817363232.2902
454,"MWI","Malawi",8803177307.25224,9571715094.45933,8869823319.40721,9729472427.5608,8733156769.22951,10194110635.1775,10939981243.252,11354871181.344,11797172213.1759,12156074998.815,12347664202.7626,11733372372.7886,11932839704.7253,12613684512.9284,13297408991.0374,13732064833.1257,14377471879.1876,15757709179.9646,16961556682.9428,18374133828.0662,19637183847.2719,20590383573.0708,20978676925.0468,22069568124.8043,23327533508.7506,23980704446.7631,24576394887.7221,25559458183.094,26689345077.9147,28216270820.9678,28442000987.5355
458,"MYS","Malaysia",185816846156.11,203553932656.335,221639939722.364,243571086162.895,266008956416.734,292155203375.405,321378613908.161,344912340166.918,319528809018.782,339140247578.372,369184235021.714,371095410688.772,391101120886.55,413740006476.166,441805802153.521,465363502347.553,491353342260.003,522302637436.132,547539099001.908,539251937507.257,579290570878.449,609957708757.146,643343464539.826,673540221651.772,713997909958.051,750351345032.755,783740339600.78,829296989955.658,868853851185.711,906239033556.577,855600710188.499
462,"MDV","Maldives",NA,NA,NA,NA,NA,2693418240.70572,2905084470.51829,3149051745.41017,3385063192.01103,3594113044.30853,3732335817.26802,3585146139.76782,3845728411.10311,4374517983.59052,4638465639.53292,4029479007.36288,5081636156.49682,5473626824.79636,5992818537.72697,5559607186.3319,5963519824.11503,6474398676.48578,6637384149.12144,7120656999.2893,7642574540.56678,7863028312.10067,8361350073.74411,8964243530.80134,9692930183.53526,10370143765.816,7053557779.80207
466,"MLI","Mali",11955670444.6368,13359888303.2237,12929878589.6608,13340036083.646,13844280649.9888,13971789575.5745,14957609065.1426,15679915647.4829,16867146746.5274,17828733278.6168,17817887173.7521,20557608171.9297,21196190850.9999,23129080396.1117,23489893740.4851,25024906330.8644,26191614229.9494,27106648868.1619,28400488545.353,29765507550.239,31347227356.9123,32354455708.3495,32083734772.5945,32820078395.4881,35145277199.1621,37314373425.8626,39498122203.1308,41593677730.7733,43567915125.3895,45644301192.0388,44891507350.8169
470,"MLT","Malta",5704587032.45707,6061494068.46107,6345834659.49897,6630175605.31736,7004853773.04477,7449136146.10552,7730515029.68139,8136906669.89607,8553972058.29583,8957717390.8968,10720709945.2817,10594774049.8292,10866557895.2749,11309268945.5818,11325132245.2643,11708328692.3597,12002224408.7236,12575295289.7006,13056471285.0634,12908427421.278,13624024087.8168,13687655208.9586,14251272786.608,15031295637.3483,16178715318.5979,17733187773.49,18458637842.807,19957373151.8726,20991010370.8009,22153821315.0628,20602803570.0884
584,"MHL","Marshall Islands",156074155.226863,156211227.733484,167366050.67101,177418458.469929,187846631.030436,203274951.627871,182331641.563524,170579158.77704,169181443.863071,167057975.117891,169320072.258563,180878004.604809,187645468.564867,184613350.643736,186365873.561043,190751887.719799,190082616.274464,196223058.510368,184097276.463266,189959901.567055,202627645.554821,201386938.225399,196764684.246353,204670649.313773,202725593.184295,205997425.04072,208118988.626059,215159114.579839,222356360.186391,236874014.379808,NA
478,"MRT","Mauritania",9441266770.30139,9610084860.66801,9790189933.79709,10365230194.4538,10047978253.7374,11034669664.3873,11676757961.8058,11204468538.3452,11515706801.4569,11938699247.4541,11470937921.295,11379228482.0013,11536430698.4784,12335705713.8405,12919524803.5578,14026248409.445,16597708408.8878,16270829363.2377,16216960032.3168,16232832523.3559,16658169993.1549,17353279325.8904,18128973199.3254,18881473009.4187,19688622611.5901,20747149754.2719,21008752479.3408,21743465320.1028,22203397805.283,23520379491.4282,23170281649.9836
480,"MUS","Mauritius",8459114515.62166,8834313994.16405,9409666237.48833,9887871397.01499,10296847887.5984,10738349600.1649,11338391813.2038,11983260290.1178,12710876684.3172,13042749071.6613,14112618620.8534,14585044274.5362,14820580873.8517,15698766314.6325,16378526015.7204,16669661364.4653,17480731171.334,18481855467.3389,19477466103.6153,20123159100.366,21003990672.3874,21860436389.0341,22624703114.3061,23384985018.5518,24260653501.9776,25122651923.0792,26086842378.4319,27081834228.7363,28100023784.0908,28947172879.1799,24643356052.4884
484,"MEX","Mexico",1254868455670.13,1307758084624.53,1354067137753.94,1380351691180.64,1448555981850.09,1357423981459.04,1449365819303.77,1548601755928.37,1628570391754.09,1673413960949.48,1756121671424.3,1749020088772.35,1748323200787.2,1773610644818.55,1843146660769.6,1885682929642.06,1970445846167.37,2015597543061.93,2038647605904.25,1930889909604.8,2029715136393.72,2104063762786.11,2180700554407.38,2210229245319.37,2273215767224.61,2348076207005.29,2409843112983.73,2460766209923.96,2514779832575.29,2513408575237.71,2306316947331.2
583,"FSM","Micronesia",288479091.769885,309905418.284548,322326477.133628,348565963.952309,346702805.124947,371022151.508797,359214848.230097,337443061.016194,347061928.988922,351832081.376675,368839305.679307,376834275.470753,378895550.186758,384852224.22107,372998186.70845,380614314.204999,380305806.155835,373322686.870882,364331237.633269,368313739.626755,376635383.265932,388644684.014165,381389388.277182,367355144.410077,358884758.591183,375471995.84148,378851921.21755,389013434.198747,389836795.137205,394515963.268889,NA
498,"MDA","Moldova",NA,NA,NA,NA,NA,16816808195.5801,15828474253.3381,16089179434.1483,15036594420.6263,14530123648.0177,14836377395.875,15741396478.2773,16969225347.1499,18089194226.4708,19427794543.137,20884879160.8126,21887353329.2241,22543973981.5636,24302403984.7376,22844259675.3248,24466202131.4147,25889686484.2903,25737006167.9988,28064626385.0377,29467752649.67,29368082300.8843,30662887782.4774,32101220495.8184,33482047350.2943,34680866789.2056,32263941126.8965
492,"MCO","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,"MNG","Mongolia",10885264183.7989,9938948872.84512,9018953479.01696,8733161643.36445,8919560734.08778,9488310002.96763,9700382635.70502,10078378763.5211,10414990224.5168,10734768856.8057,10857795978.1507,11178395264.8117,11707466305.4684,12527531538.1002,13858632620.78,14863891465.719,16135680921.3443,17789268141.8066,19372578461.3978,19126818136.2853,20344271035.8285,23861953691.6565,26801703398.7972,29923811365.185,32283371363.9943,33051662595.3843,33437836058.3048,35222426052.7844,37774864817.6529,39723696763.8209,37604218259.9229
499,"MNE","Montenegro",NA,NA,NA,NA,NA,NA,NA,7667318590.14878,8043017715.79635,7286973937.37447,7512870142.81952,7595499898.04881,7740113197.03835,7932273841.85412,8283360482.8723,8629654777.72459,9368907208.09632,10006943888.3455,10729724517.9876,10107926887.109,10384315455.5772,10719564640.4789,10427585185.5159,10797658551.0401,10990254471.1249,11362863487.8192,11697993058.3861,12249721734.6548,12871746071.4026,13394719375.2138,11364215950.2621
504,"MAR","Morocco",95519192589.6283,102411941737.937,100263606739.719,99521062798.083,110058353325.842,104109206413.359,116990509714.817,115164636073.326,123500888935.342,124836344261.436,127224304960.829,136537082677.803,140799018975.369,149192276808.834,156349057722.283,161495505352.355,173728195005.358,179863569779.751,190517388473.715,198602484094.53,206180594663.268,216996204545.066,223527706242.359,233665635925.066,239903325885.442,250786247985.369,253444222060.088,264212938334.625,272531689684.939,279295667678.031,259417546571.777
508,"MOZ","Mozambique",6121236733.48307,6422735265.14514,6029361006.00852,6668384621.33662,7104056625.98657,7264591055.49117,8078408292.59654,8991354759.42547,9884308854.2469,11040627069.7139,11170939678.119,12521157126.4963,13684504331.7473,14625797460.571,15783635236.8726,16832601158.0554,18464416483.6883,19891669023.0327,21347292691.9843,22696056748.0606,24171834501.0452,25964752362.1171,27849388139.4062,29788710118.8997,31992631649.1491,34143585464.0944,35449309348.5047,36775580595.8018,38042063129.9955,38914267558.9893,38415430632.9927
104,"MMR","Myanmar",25613155356.3612,25446511836.9014,27904884701.7848,29590175162.2282,31802916138.9303,34012599110.6908,36203934053.7106,38250029422.595,40493857679.5932,44925963037.3761,51101454718.1615,56898402244.0198,63740727249.7398,72564991547.8622,82408187103.2352,93590112825.0563,105828050859.19,118518353043.844,130672772095.291,144458761437.446,158376553341.504,167232150412.755,179494732884.169,194618960916.563,210170797819.879,224867706048.056,237797744186.153,253028635780.987,270109232997.916,274686028153.74,247239277474.414
516,"NAM","Namibia",8519975603.37524,9215683791.3733,9878230869.36256,9722200338.50331,9890382695.2202,10276010124.0224,10603950930.4266,11051448302.8343,11415216171.3904,11799826596.9067,12211898174.0062,12355748075.2319,12947422996.1146,13496367096.853,15152310349.2248,15535552068.2408,16634408899.894,17528349382.3281,17992817689.2259,18046071201.785,19135918465.0615,20110192775.2698,21128106800.6103,22314390757.8654,23673899285.5739,24683395668.867,24691737296.1569,24438091221.5369,24708877269.5984,24559120282.9951,22598432152.1472
520,"NRU","Nauru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43475607.5270361,43389655.2043431,46938548.776955,36829698.3457812,45690812.558373,48541337.0892838,54175262.555846,59655390.0545484,66078668.3855047,86831385.8731156,110854622.702906,114808564.270957,117684133.074686,109969037.223082,116718063.046457,119152605.017444,209556194.367583
524,"NPL","Nepal",30563532862.5001,32509864603.7421,33844851833.4759,35147827869.1033,38035574359.0983,39354819954.3272,41451756597.8604,43544495177.8117,44857966750.2083,46837357400.9294,49741273553.9782,52128801038.0094,52191430234.796,54250401868.8563,56790732947.3835,58766585364.1502,60743854585.7568,62816167798.7289,66650868165.8738,69672204487.6582,73027906751.7359,75526796288.6868,78879048236.1234,81659655506.5036,86568611686.5253,90010625803.6918,90400474172.9487,98515977278.9959,106025235591.11,113083394292.108,110721784777.632
528,"NLD","Netherlands",545153271086.373,558450292099.653,567977850008.497,575120467717.308,592150317150.525,610601934122.13,631965321180.333,659323437432.31,690073736371.623,724812380543.623,755222916811.528,772796614892.407,774475697879.233,775681137534.12,791077987029.629,807302016462.365,835242650078.475,866755039931.981,885566439963.833,853093746422.164,864548571731.448,877959356777.055,868913267500.893,867782157148.544,880134128412.903,897377449761.458,917045394441.436,943739691874.959,966020584715.913,984911971364.286,947498750723.795
540,"NCL","New Caledonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,"NZL","New Zealand",93523506990.7846,92503670407.7176,93516032269.9369,99493039489.1017,104585579114.634,109525308982.649,113486726351.878,115812917627.933,116736417979.46,123099600814.144,126675672515.525,131064790326.241,137191285287.177,143433217143.078,149210907125.986,154166416383.368,158607855014.957,163409724567.152,161587638611.342,161369220711.66,163834932940.565,167532256362.416,171286052568.556,175903554326.188,182612218639.783,189382339873.814,196446452455.24,203544615883.473,210069743091.864,213502141135.292,215596522612.516
558,"NIC","Nicaragua",14416161500.0266,14388874373.9221,14444465303.6427,14387707796.6524,14867930072.1861,15746908407.0734,16745934530.9849,17410187290.1927,18056397984.4396,19326840833.0956,20119548633.8919,20715256992.6927,20871437372.2838,21397550560.5506,22534224934.8984,23499230203.1503,24474994187.6914,25717300225.6604,26600836847.4917,25725126424.1754,26859307351.0811,28556150760.7008,30411371713.9542,31909676824.4025,33436609345.2085,35039332420.0551,36637936443.0516,38334779852.6713,37045310671.0195,35684169987.1772,34978576405.2671
562,"NER","Niger",9029292541.17269,8989609784.55338,9169469614.56501,9198963715.64248,9369584143.73417,9599817699.28189,9609468444.43798,9756250740.94943,10729204061.621,10705646750.9039,10576271392.6843,11344969065.2611,11902968030.7845,12161335090.5516,12205578219.7796,13100475206.1661,13877470937.4878,14313601558.8515,15420245386.499,15722883262.058,17071618405.0803,17474125672.1112,19317461504.3835,20344209818.8535,21695500036.2081,22648507165.1493,23941572538.4699,25138435012.4332,26953222042.0265,28544214619.8074,28972379421.1939
566,"NGA","Nigeria",310358599711.53,311470777836.836,325895590531.836,319263228179.704,313468841684.775,313241060282.361,326384417250.402,335970652075.625,344642908316.617,346656060234.375,364044102047.63,385587083999.677,444694328612.319,477366887957.523,521525989891.598,555104526933.413,588740686241.184,627545352358.029,669995486886.938,723842522354.13,781790864062.299,823287730557.914,858113305207.652,915360921849.015,973117620702.128,998931446583.028,982780034192.258,990700126987.351,1009748886411.97,1032048476445.27,1013530914845.45
570,"NIU","Niue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,"PRK","North Korea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
807,"MKD","North Macedonia",22713289123.9874,21311704827.1501,19912549063.8221,18425226747.7987,18101280642.2968,17899500653.9823,18111628332.2963,18372432400.0342,18993188322.7887,19817308065.6976,20718824318.1196,20083324806.7001,20383302494.9732,20836342114.0439,21810251409.5681,22840587019.2035,24013913721.4223,25568451270.1556,26967557279.0998,26870847612.1325,27773372436.7865,28423237702.7172,28293575660.7112,29121235651.2886,30178081261.5169,31341707376.9265,32234383514.2094,32583086287.3712,33521673598.8653,34585702086.3491,33018279788.7243
578,"NOR","Norway",178721320193.278,184234374995.182,190819640276.165,196249077997.502,206170307634.723,214737696902.161,225534594860.495,237453180238.796,243684963765.875,248590008941.747,256557267076.924,261880292609.047,265667747181.713,268085604397.052,278727033411.618,286044788520.232,292909372667.078,301679816980.667,303116959291.266,297882067842.806,299972704950.147,302916740502.873,311104911603.418,314321963226.99,320512673539.871,326817569489.154,330319612494.106,337993790660.964,341775362624.947,344686938783.332,342047118136.79
512,"OMN","Oman",48128241240.6033,51051588165.8948,55347009657.951,58691607502.7796,60966361654.8694,64012740792.1526,65962530603.2867,69942388074.5067,71790502189.7993,72028485046.3967,76747118923.7754,80187540523.1772,79304752016.4809,77188432373.509,78185865184.5141,80132866403.1208,84437514869.4103,88197250711.4631,95429494043.9344,101262522175.206,102998146828.227,105736732287.79,115300665120.38,121186532813.22,122954105994.435,128647341585.395,135204583557.961,135672826830.612,136920201354.788,135790282200.391,NA
586,"PAK","Pakistan",313890582985.717,329778367518.956,355190751560.676,361434108820.746,374942403419.341,393549329433.617,412623017578.277,416808649019.851,427438246134.29,443083053338.853,461958781374.912,478378728450.521,490378082560.493,518707391079.409,557853511773.554,594218744183.466,629271615450.128,659683162801.933,670907048188.507,689904844774.45,700989467466.727,720255503470.937,745515104687.75,778291352961.522,814674200957.25,853217638847.996,900372723927.891,950381922984.568,1005850179831.13,1015796322530.06,1021134610927.18
585,"PLW","Palau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259562323.546226,276278457.224222,286167544.584646,276828839.177039,290271672.926201,301766050.60777,300541927.22142,306616342.10047,288888036.952896,269848979.570154,270432049.475258,288506870.018101,293332443.412604,283396345.463555,301232878.919585,323943035.904928,323672984.906882,317470243.826452,330355996.325154,316324779.434827,NA
591,"PAN","Panama",26503373596.9986,28999727830.2739,31378192804.6327,33090106812.5557,34033223437.6182,34629376182.9366,36042151953.2156,38370831945.2936,41187826842.2605,42801239109.0796,43963452893.7938,44215923041.5863,45201562032.1286,47102511890.3831,50645600355.6242,54287666982.1873,58984888698.6,66053629145.3716,72563646850.8852,73465607406.7312,77747065015.0973,86543159392.9923,95005821652.1158,101564974224.821,106710684783.348,112828466281.624,118417098761.645,125037975047.499,129536982380.317,133474583075.947,109516787461.046
598,"PNG","Papua New Guinea",11238193517.7928,12311092357.2323,14016066035.3244,16567310454.3976,17551758109.8533,16970365112.7738,18282801526.3996,17568969714.7039,16906775354.9496,17220489700.3199,16790865691.9449,16770500285.0849,16743851870.7313,17106205988.0339,17571695915.5828,18686584161.6536,19697517917.3304,21236916215.9118,21173957711.5667,22613876080.6322,24904312133.3632,25180138255.0443,26352807408.237,27360788147.525,31066470534.5027,33110133663.2554,34927738671.6836,36162298301.0827,36061314256.7829,38174433056.9384,36693716070.9884
600,"PRY","Paraguay",35796536247.9134,37047141992.0308,37675620086.1501,39535424105.3392,41637885405.8876,44478759341.5558,45178759442.8601,47095475587.2229,47127518291.8995,46483718825.5559,45408020230.6101,45029292496.0957,45019654248.4648,46964838927.0002,48870398926.0772,49913044324.9159,52312422860.0508,55148605142.824,58731219632.8468,58577850495.1486,65077198479.732,67866648777.7044,67386123645.4735,72974506422.6375,76843059119.7061,79115424975.5924,82492091751.5538,86460026414.3883,89230422105.3981,88871845102.8092,87983126651.7862
604,"PER","Peru",115857374579.764,118428549911.38,117788432792.831,123964759972.525,139222796570.106,149541148019.887,153726764495.18,163683377119.305,163042495225.226,165479834839.104,169938476178.581,170988512981.172,180313421017.577,187823516721.464,197136188349.39,209526316709.744,225301341565.557,244493383489.085,266807239125.777,269730975976.69,292206199250.197,310694647686.192,329770443729.172,349070319002.42,357385723339.321,369008781843.158,383596875076.523,393259049121.626,408868117687.445,417879467756.579,371290872024.461
608,"PHL","Philippines",261927464699.178,260412647410.081,261291808399.818,266821545699.68,278528670116.336,291560169333.034,308604407929.413,324606664479.15,322734598938.268,332681009661.363,347356308077.201,357948005500.658,371250266158.145,390135437286.547,415764325667.434,436313498745.595,459509742986.811,489466522833.647,510731333780.83,518128373476.702,556130498823.889,577587308295.791,617423226034.986,659102574170.73,700942323076.64,745440312681.171,798735245433.432,854095492048.794,908257834442.292,963829823124.879,871562106216.733
616,"POL","Poland",431222064288.911,400969340581.969,411053633736.356,426420094098.591,448989665616.558,480880797845.28,510288489392.276,543197299403.65,568405099968.826,594863372093.661,621995241996.937,629822882273.158,642645468383.778,665127772205.295,698269905988.181,722757166404.444,767070448657.177,821237464466.506,855729128305.881,879964956805.032,912880202463.97,956311737905.752,968981824406.922,979890310123.709,1012996669277.49,1055910513657.81,1089084384016.43,1141694288588.02,1202817229901.47,1257436192215.76,1223463922991.61
620,"PRT","Portugal",235173230914.062,245446083185.329,248120160356.76,243050379350.079,245395421587.74,255905168752.016,264872718127.852,276529416168.587,289824848114.984,301147080247.033,312639389062.2,318716074253.315,321173133039.012,318184548971.072,323876029531.764,326408248490.475,331712494082.697,340027131941.013,341112661504.386,330462853299.407,336205060026.742,330502468207.923,317093012692.047,314167370897.143,316656174341.047,322330798791.347,328840222198.501,340370495824.125,350068762428.143,358781829017.959,331612078441.452
634,"QAT","Qatar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51287677750.784,53286967164.2885,57114117971.8141,59238739558.8411,70623782763.0131,75915452236.8564,95782712588.9634,113009862564.295,132971423333.646,148870232848.514,178037382423.313,201850196410.224,211397734582.64,223143078629.926,235046251864.063,246218812819.8,253763429696.635,249963056673.094,253049780948.974,255010431886.137,245657068670.669
178,"COG","Republic of Congo",11952938205.4675,12239254996.8845,12558937979.7635,12435900173.1791,11752786757.0423,12221173432.7781,12745520625.1687,12665885063.4337,13139279201.4429,12799996818.2394,13769722067.7836,14293329780.6389,14948231578.5906,15069800176.062,15593721614.2318,16803133078.3422,18145071338.4884,16944957262.9043,18013569973.4616,20109861145.5553,22107024833.7171,22594687975.0779,24842216190.046,24665231683.2985,26321916202.4012,25387335045.4005,22670358011.2274,21678869677.3071,20628311422.6673,20676194614.3456,19032703265.4086
642,"ROU","Romania",308641764640.964,268770771082.463,245207023568.702,248955833133.207,258744633914.065,274873510382.591,285614748287.615,271765109954.252,266248786679.164,265245932120.184,271774333324.544,285955888348.257,302263928784.693,309340372680.557,341598736354.289,357545071107.136,386251689377.848,414192393993.957,452743215088.785,427763586256.63,411075518036.161,418910895738.839,427459464317.292,443578799583.172,459586332644.303,473161014830.871,495413766700.389,531675322360.865,555465261065.568,578391817526.914,556069516459.793
643,"RUS","Russia",3178789510692.26,3018357928804.38,2579758111413.28,2356130738812.49,2059970854378.75,1974615376879.48,1900467198324.36,1927072138995.13,1824938055136.31,1941732533805.55,2135907084569.99,2244839440007.34,2350346712051.79,2521920901963,2703497892225.57,2876520823211.47,3112397494085.71,3376950589149.21,3552550981878.81,3275452221520.73,3422847571490.17,3570031016049.49,3713692139974.43,3778883114348.69,3806705792055.25,3731610175003.83,3738837933428.46,3807101264909.28,3913975940441.31,3993546395726.8,3875685903299.31
646,"RWA","Rwanda",6827017900.13366,6655360751.03524,7046211801.51399,6474856197.53266,3221366110.47542,4356062631.72851,4911273122.01016,5591472293.3404,6086802343.47207,6351693184.06238,6883388227.37864,7467413716.27756,8452520359.80617,8638675754.68361,9282056653.17781,10152518590.6615,11089299387.1821,11935776793.4178,13267957873.9327,14096974369.179,15130938960.7552,16335120521.8526,17746719989.307,18584339297.3132,19730466481.9928,21477963188.8757,22760357451.3204,23665375199.0851,25695728206.5184,28126719463.6698,27182935233.2365
652,"BLM","Saint Barthelemy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,"KNA","Saint Kitts and Nevis",610369990.335862,598988487.479903,624559149.227758,667041346.631327,702406004.784915,740217522.053935,783467232.906579,836930776.581546,832857051.351834,859674102.461437,946009525.566496,995707661.380183,1009326105.14328,969625323.999611,1008374913.26195,1106518235.58356,1141371218.10443,1148226359.59405,1218516159.65261,1169191940.64744,1162067841.45345,1183315500.09925,1156951085.12628,1219237753.49362,1295864459.46506,1309259865.13185,1346264509.28773,1319637696.5544,1358229847.16051,1386129289.03163,1237212000.07882
662,"LCA","Saint Lucia",1616147216.16852,1622218726.16574,1751235003.96894,1761448202.27799,1789606011.51499,1820892366.69056,1874109547.71708,1861100788.45116,1978098353.80149,2030925517.89457,2031915564.70761,1962666582.6107,1970840117.27077,2054888791.30984,2204225961.59704,2195181918.29849,2331179086.1516,2370613744.57405,2487943050.75356,2417561641.02868,2456336002.82323,2591027009.58982,2585848797.01598,2503764191.91848,2547797039.00777,2513134651.07341,2613330036.11005,2704505166.04442,2775889561.76861,2823880207.33722,2253130270.11152
670,"VCT","Saint Vincent and the Grenadines",703776247.750996,690653008.56729,720136804.727571,769120145.91125,759143458.600986,818103487.09493,828639897.574989,857684991.791377,892766019.649608,916962701.003313,931992024.49497,947929007.180889,1007849641.65543,1085348609.19218,1130459271.147,1158589142.34251,1247660764.6061,1289367704.58244,1309797600.27996,1282303090.52044,1239302736.19227,1234106387.30512,1251162816.33063,1274096338.63898,1289564364.07453,1306719122.84609,1331513346.50268,1344833245.17848,1373923722.35458,1380723602.48493,1343055745.92305
882,"WSM","Samoa",660146310.99313,644962883.75479,643673008.058828,670063537.262521,653029861.857205,696610743.978147,746620235.553489,751424155.053345,767917082.842384,784699396.568563,838991134.902786,897215121.132627,936190111.077568,978463611.284755,1023717560.7578,1066268274.11986,1087261052.83734,1156004707.30334,1167669809.2521,1111525047.17642,1116851015.89505,1163461603.12761,1115890872.00734,1111217025.58808,1112086501.07181,1159596932.99745,1252992730.4164,1266084996.96625,1239962206.22608,1284360609.89407,1249136154.55899
674,"SMR","San Marino",NA,NA,NA,NA,NA,NA,NA,1699766726.32751,1826664831.6329,1991966310.9123,2035378820.62204,2148919230.63213,2155598078.27978,2239083673.87543,2340936100.50213,2397706305.50717,2489540460.66239,2666529923.32518,2653172228.02987,2379339474.47613,2249101945.34691,2062094211.21265,1916829274.87621,1901801867.66899,1888444172.37369,1931717975.60554,1977005285.03501,1982111206.95374,2012730090.40313,2060526423.35765,NA
