code,iso,country,SPI.raw.1980,SPI.raw.1981,SPI.raw.1982,SPI.raw.1983,SPI.raw.1984,SPI.raw.1985,SPI.raw.1986,SPI.raw.1987,SPI.raw.1988,SPI.raw.1989,SPI.raw.1990,SPI.raw.1991,SPI.raw.1992,SPI.raw.1993,SPI.raw.1994,SPI.raw.1995,SPI.raw.1996,SPI.raw.1997,SPI.raw.1998,SPI.raw.1999,SPI.raw.2000,SPI.raw.2001,SPI.raw.2002,SPI.raw.2003,SPI.raw.2004,SPI.raw.2005,SPI.raw.2006,SPI.raw.2007,SPI.raw.2008,SPI.raw.2009,SPI.raw.2010,SPI.raw.2011,SPI.raw.2012,SPI.raw.2013,SPI.raw.2014,SPI.raw.2015,SPI.raw.2016,SPI.raw.2017,SPI.raw.2018,SPI.raw.2019,SPI.raw.2020,SPI.raw.2021
508,MOZ,Mozambique,49.905,49.905,49.905,49.905,49.905,49.905,49.905,49.905,49.905,49.905,49.905,49.905,49.905,49.905,49.905,49.905,49.905,49.905,51.295,51.295,51.41,55.95,58.69,62.815,67.245,67.245,67.245,67.245,67.255,67.255,69.495,69.595,70.27,70.695,70.7,70.7,70.7,70.7,70.7,72.105,72.105,75.975
104,MMR,Myanmar,3.2,3.52,3.53,3.53,3.53,3.74,3.74,3.74,3.74,4.54,4.54,4.54,4.54,4.54,4.54,4.54,4.77,4.77,9.34,9.34,9.34,10,11.54,14.11,23.62,25.22,25.22,25.22,25.22,25.22,35.74,35.74,35.74,35.79,36.57,36.57,36.76,37.06,37.27,37.4,38.25,38.25
516,NAM,Namibia,14.95,14.95,14.95,14.95,15.85,15.85,35.78,35.78,35.89,35.89,36.63,36.63,36.63,36.63,36.63,44.25,44.3,44.3,49.05,51.2,51.2,56.55,59.86,68.47,69.82,74.64,76.21,76.61,81.42,81.96,83.36,85.8,86.39,87.25,87.25,87.25,87.25,87.25,87.25,87.25,87.25,87.25
520,NRU,Nauru,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
524,NPL,Nepal,10.62,10.62,10.62,10.62,16.58,17.3,17.3,20.23,20.23,20.23,20.23,22.29,31.9,31.9,31.9,31.9,35.94,35.94,42.23,44.26,44.26,44.26,44.55,44.55,45.2,45.88,47.71,47.71,47.71,47.72,53.73,53.73,53.73,53.73,53.73,53.73,54.26,54.26,54.26,54.26,54.26,54.26
528,NLD,Netherlands,6.16,6.16,6.19,6.26,6.26,6.28,6.28,17.57,17.69,18.01,18.01,18.01,18.02,18.02,18.02,18.04,20.55,21.14,25.34,25.34,26.24,26.24,26.54,26.9,35.43,35.62,35.78,35.79,36.3,36.91,41.085,41.44,41.455,42.675,43.275,43.4,43.42,43.44,44.21,44.235,44.235,44.24
540,NCL,New Caledonia,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
554,NZL,New Zealand,27.645,28.37,28.535,28.6,28.745,28.94,29.45,37.785,38.245,38.425,38.54,38.775,38.925,39.955,40.075,40.235,41.96,42.44,42.91,43.19,43.25,43.575,46.875,47.11,47.355,48.17,48.33,48.6,49.39,49.73,50.07,50.27,50.41,50.56,51.13,53.465,53.57,53.62,53.665,53.69,53.69,53.88
558,NIC,Nicaragua,0.5,0.5,0.5,2.82,2.82,2.82,2.82,2.87,2.87,2.87,3.03,16.11,16.11,16.12,16.12,16.12,16.13,16.13,16.13,40.39,40.39,65.61,65.61,65.61,65.61,65.63,65.64,65.64,65.64,65.64,65.64,65.65,65.65,66.48,66.48,66.48,66.48,66.48,66.48,66.48,66.48,66.48
562,NER,Niger,11.52,11.52,11.52,11.52,11.52,11.52,11.52,12.04,28.49,28.49,28.49,28.49,28.49,28.49,28.49,28.49,28.49,28.49,28.49,28.49,28.49,28.49,32.845,32.845,32.845,41.865,41.865,41.975,41.975,41.985,41.985,41.985,41.985,41.985,41.985,41.985,41.985,59.89,59.89,73.08,73.08,73.08
566,NGA,Nigeria,29.67,29.92,29.92,29.92,29.92,29.92,29.935,29.935,30.365,30.365,30.365,40.55,40.55,40.55,40.55,40.55,40.55,40.55,40.55,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5,41.5,45.015,45.015,45.03,45.03,45.05,45.05,45.05,45.095,45.095,45.095,45.095,45.095,45.1,69.26
570,NIU,Niue,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
408,PRK,North Korea,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
807,MKD,North Macedonia,28.49,28.49,28.49,28.65,28.65,28.7,28.71,28.93,28.95,28.95,28.95,30.33,30.33,30.33,31.5,32.86,33.28,34.72,34.73,35.63,35.63,35.64,36.31,36.78,36.78,36.78,37.86,38.27,38.51,38.75,39.44,40.19,40.19,40.35,40.35,40.35,40.35,40.35,40.35,40.35,40.35,40.35
578,NOR,Norway,9.45,13.14,13.27,14.02,14.17,14.765,15.435,16.3,16.69,18.02,18.77,19.35,19.73,20.04,20.04,20.205,20.55,20.895,20.92,21.085,23.625,24.605,27.11,29.675,31.925,32.91,35.84,35.915,36.42,38.745,39.165,40.525,40.795,40.955,41.36,42.165,42.43,42.955,43.83,44.32,44.32,58.9
512,OMN,Oman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,2.15,2.42,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.79,12.79,12.79,16.74,16.74,16.74,16.74,16.74,19.09,19.09,19.09
586,PAK,Pakistan,33.92,33.92,34.59,34.875,35.18,35.18,35.195,35.33,36.27,36.27,36.27,36.27,36.27,36.465,36.465,36.465,36.495,36.495,36.495,36.495,36.495,36.64,36.64,36.64,36.64,36.64,36.64,36.64,36.64,36.64,36.64,36.64,36.64,36.64,36.64,36.64,36.665,36.665,36.665,36.665,36.665,37.06
585,PLW,Palau,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
591,PAN,Panama,35.62,35.66,35.67,42.52,47.52,47.53,48.52,48.52,60.99,60.99,60.99,60.99,61.1,61.3,63.15,63.55,63.65,63.86,63.86,63.86,63.87,65.87,65.87,66.11,67.44,67.44,67.46,67.46,67.47,69.3,69.3,69.3,69.3,69.79,69.79,69.79,69.79,69.96,69.96,71.11,71.11,71.11
598,PNG,Papua New Guinea,0.395,0.925,0.925,0.925,0.925,0.975,0.985,1.025,1.025,1.025,1.215,1.255,1.255,5.615,5.615,5.615,5.765,7.005,7.145,7.145,7.145,7.145,7.145,7.165,7.165,7.165,7.235,7.555,7.605,8.125,8.125,8.125,8.125,8.125,8.125,8.125,8.125,9.405,9.405,9.405,9.405,9.42
600,PRY,Paraguay,12.925,12.925,12.925,12.925,14.01,14.01,14.01,14.01,14.01,14.01,14.01,16.22,20.545,21.145,21.525,22.1,22.1,22.205,23.515,23.515,23.525,27.44,27.46,27.91,36.53,36.76,36.98,37.44,38.68,38.87,39.15,39.43,39.575,39.705,40.34,40.44,40.485,40.485,40.485,40.485,40.485,40.51
604,PER,Peru,6.89,7.25,7.26,8.44,8.44,8.59,9.87,11.95,12.41,12.44,12.45,12.45,16.55,16.55,16.55,16.59,19.59,22.06,22.06,22.08,22.7,27.65,28.9,30.4,34.2,35.49,35.6,36,36.01,37.72,39.53,41.29,42.01,42.04,42.04,42.67,43.14,43.22,44.62,45.17,45.18,45.18
608,PHL,Philippines,1.115,1.115,1.115,1.115,1.145,1.145,1.145,1.145,1.145,1.145,1.145,1.145,1.145,1.145,1.145,1.145,1.145,1.145,1.45,1.64,3.12,6.985,6.985,6.985,6.985,8.54,8.545,8.72,8.72,11.9,11.9,12.045,12.045,12.065,12.065,12.065,12.065,12.065,25.43,25.43,25.43,26.6
616,POL,Poland,3.02,4.52,4.585,5.56,5.675,6.115,6.825,7.1,7.955,8.945,10.375,10.905,11.445,13.825,16.36,18.725,19.275,19.825,24.105,25.415,25.425,25.915,25.935,25.945,47.405,47.42,47.44,66.22,86.355,90.24,90.24,90.94,90.945,90.955,90.955,90.955,90.955,90.985,90.985,90.985,90.985,91
620,PRT,Portugal,0.53,0.64,3.945,3.945,4,4,4.005,4.035,5.72,5.765,5.765,5.765,5.765,5.765,5.765,5.77,5.83,5.83,7.285,15.995,17.04,24.28,24.28,24.28,26.84,26.985,26.99,26.99,62.01,63.345,63.355,65.405,65.775,66.285,66.95,67.38,67.38,67.495,67.645,67.685,67.685,68.59
634,QAT,Qatar,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,4.285,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,15.34,16.72
178,COG,Republic of Congo,7.615,7.615,7.615,7.615,7.615,7.615,7.615,7.615,7.615,7.615,7.615,7.615,7.615,9.045,9.045,9.045,9.045,9.045,9.045,9.105,9.105,14.86,15.035,15.035,15.035,15.085,15.085,67.125,67.245,77.02,77.02,77.025,83.925,83.95,83.95,85.5,85.5,85.795,86.425,86.425,86.425,86.43
642,ROU,Romania,0.155,0.155,0.16,0.165,0.165,0.165,0.165,0.165,0.165,0.165,0.195,0.345,0.355,0.355,0.485,0.555,0.555,0.555,0.565,0.565,0.655,0.655,0.655,0.655,0.675,3.275,3.285,24.255,31.26,62.64,62.735,65.825,65.83,68.18,68.18,68.18,68.925,68.925,69.15,69.155,69.155,69.21
643,RUS,Russia,12.815,13.525,16.075,17.405,18.375,18.9,20.39,22.21,22.885,24.105,24.86,25.38,26.14,27.165,32.485,34.185,36.79,39.09,40.155,42.8,46.31,47.76,49.245,49.745,50.1,50.59,50.995,51.835,51.965,52.08,52.575,53.015,53.53,54.285,54.825,56.235,56.265,56.845,57.14,57.51,57.61,57.8
646,RWA,Rwanda,45.53,45.53,45.53,45.53,45.53,45.53,45.53,45.53,45.53,45.53,45.53,45.53,45.53,45.53,45.53,45.53,46.64,46.64,46.64,46.64,46.64,46.64,46.64,46.64,46.64,48.15,48.15,48.15,48.15,48.15,48.15,48.15,48.15,48.15,48.15,48.915,48.915,48.915,48.915,48.915,48.915,49.03
652,BLM,Saint Barthelemy,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
659,KNA,Saint Kitts and Nevis,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
662,LCA,Saint Lucia,16.38,16.38,16.38,16.38,16.38,16.38,16.38,16.38,16.38,16.38,16.38,16.38,16.38,16.38,16.38,16.94,16.94,16.94,17.22,17.22,17.22,17.22,17.22,17.22,17.22,17.22,17.22,24.02,24.02,24.02,24.02,24.02,24.02,24.02,24.02,24.02,24.02,24.02,24.02,24.02,24.02,24.02
670,VCT,Saint Vincent and the Grenadines,11.105,11.105,11.105,11.105,11.105,11.105,11.105,14.55,14.55,14.55,14.55,14.55,18.475,18.475,18.475,18.475,18.475,18.475,18.475,18.475,18.475,18.475,18.475,18.475,18.475,18.475,18.475,18.475,18.475,18.475,18.475,18.475,18.475,18.475,18.475,18.475,18.475,18.475,18.475,18.475,18.475,27.51
882,WSM,Samoa,1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.48,1.56,1.56,1.56,1.56,1.74,4.78,4.78,4.78,4.78,8.48,8.48,8.48,8.48,8.48,8.48,8.48,8.5,8.51,8.51,8.51,8.51,8.51,8.51
674,SMR,San Marino,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
678,STP,Sao Tome and Principe,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
682,SAU,Saudi Arabia,1.025,6.48,6.48,6.545,6.545,6.545,6.545,16.77,20.19,23.595,23.595,23.595,23.595,26.84,26.84,30.145,30.145,30.145,30.145,30.145,30.145,30.16,30.23,30.23,30.23,30.305,30.305,30.305,30.305,30.305,30.305,30.31,30.31,30.31,30.31,30.31,30.31,30.31,30.31,30.31,30.31,31.28
686,SEN,Senegal,58.865,58.865,58.865,58.865,62.625,62.625,62.67,62.67,62.67,62.67,62.67,62.67,62.67,62.67,62.805,62.805,62.815,62.815,62.815,62.815,62.815,62.815,62.815,62.815,62.925,63.015,63.015,63.015,63.015,63.015,63.015,63.015,63.015,63.015,63.64,64.87,65.185,66.25,66.25,66.255,69.72,78.05
688,SRB,Serbia,13.48,16.83,17.67,17.67,17.79,17.8,17.8,17.8,17.8,17.8,17.8,17.9,17.9,18.18,18.2,18.24,18.56,26.83,27.26,27.3,27.64,34.43,34.44,34.44,34.44,35.91,36.63,37.06,37.71,38.56,38.59,38.64,38.82,39.54,43.76,45.82,45.85,51.18,52.43,53.05,53.05,53.05
690,SYC,Seychelles,21.445,21.445,21.445,21.445,21.445,21.445,21.445,21.445,21.445,21.445,21.445,22.355,22.355,22.355,22.355,22.355,25.915,25.915,25.915,25.915,25.915,25.915,25.915,25.915,26.75,26.75,26.75,26.75,26.75,26.75,26.75,26.75,26.75,26.75,26.75,26.75,26.75,26.75,26.75,26.75,26.75,31.24
694,SLE,Sierra Leone,12.935,12.935,12.935,12.935,12.935,12.935,12.935,13.055,13.055,13.055,13.055,13.055,13.055,13.055,13.055,20.49,20.49,20.49,20.49,20.49,20.49,20.49,20.49,21.355,21.355,21.355,21.355,21.355,21.355,21.355,31.065,31.065,43.155,43.155,43.155,43.155,43.155,43.155,43.155,43.155,43.155,45.13
702,SGP,Singapore,0,0,0,0,0,0,0,0,0,0,53.35,53.35,53.35,53.35,53.35,53.35,53.35,53.35,53.35,53.35,53.35,53.35,53.41,53.41,53.41,53.41,53.41,53.41,53.41,53.41,53.41,53.41,53.41,53.41,53.41,53.41,53.41,53.41,53.41,53.41,53.41,53.41
534,SXM,Sint Maarten,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
703,SVK,Slovakia,6.4,6.52,6.56,6.72,12.56,13.815,13.855,13.855,14.945,14.985,15.02,15.04,15.055,15.19,15.205,15.205,15.23,15.335,15.495,15.565,15.58,17.31,17.325,21.13,87.31,87.595,87.61,87.655,88.295,88.375,88.465,89.715,89.74,89.74,89.77,89.77,90,90.115,90.115,90.115,90.115,90.39
705,SVN,Slovenia,1.3,1.905,1.905,1.91,1.96,2.96,2.97,3.01,3.01,3.07,3.32,3.325,4.235,4.28,4.285,4.285,4.31,4.315,4.82,4.84,4.84,4.84,7.65,7.815,23.145,23.23,23.295,78.03,85.1,85.1,85.19,85.19,85.25,86.48,88.09,88.95,88.95,88.95,89.05,89.05,89.05,89.05
90,SLB,Solomon Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.74,0.74,0.74
706,SOM,Somalia,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
710,ZAF,South Africa,16.87,18.4,18.48,19.01,19.41,20.29,21.4,21.62,21.86,21.89,22.41,23.22,23.84,24.09,25.12,25.27,25.66,26.99,27.8,28.09,28.52,29.53,29.7,29.72,29.72,29.82,29.86,29.95,30.09,30.26,30.42,30.48,30.95,31.26,32.36,32.74,34,34.3,35.64,35.96,36.53,36.79
410,KOR,South Korea,1.39,1.58,1.97,2.24,2.24,2.3,2.41,2.49,2.53,2.55,2.61,2.63,2.64,2.69,2.7,2.83,2.86,3.01,3.13,3.71,7.7,7.74,10.32,10.5,14.01,19.07,20.62,22.41,27.59,28.24,28.62,29.19,29.3,29.79,29.95,30.11,30.18,30.25,30.79,59.77,61.11,61.11
728,SSD,South Sudan,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
724,ESP,Spain,1.145,1.145,1.16,1.16,1.16,1.17,1.17,1.6,1.84,3.94,3.94,3.96,4.155,4.185,4.31,4.5,4.52,5.39,6.05,6.325,10.105,27.13,27.51,31.53,36.73,40.335,57.305,58.035,64.675,65.03,65.095,65.775,68.845,69.01,69.905,78.235,78.36,79.565,79.565,79.865,79.865,80.85
144,LKA,Sri Lanka,12.17,12.17,12.21,12.21,13.005,13.01,13.86,14.89,17.375,17.665,17.76,17.79,17.89,17.94,17.94,18.09,18.1,18.1,18.1,18.1,24.37,24.37,24.83,24.83,24.83,24.84,24.84,26.07,27.22,32.07,32.6,32.82,35.9,37.35,37.35,37.35,37.35,37.35,37.35,37.35,37.35,37.49
275,PSE,State of Palestine,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
729,SDN,Sudan,6.57,6.57,6.57,6.57,6.57,6.57,6.57,6.57,6.57,6.57,6.57,6.57,6.57,6.57,6.57,11.03,11.76,11.76,11.76,11.76,11.76,11.76,11.76,11.76,11.76,11.76,11.81,11.83,11.83,11.83,11.83,11.83,11.83,11.83,11.83,11.83,11.83,11.83,11.83,11.83,11.83,11.83
740,SUR,Suriname,5.265,5.265,5.265,5.265,5.265,5.425,9.66,10.915,10.915,10.915,10.915,10.915,10.915,10.915,10.915,10.915,10.915,10.915,57.46,57.46,57.46,57.46,57.595,57.595,57.595,57.595,57.65,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,58.7,59.6
752,SWE,Sweden,1.695,2.43,2.455,2.505,2.555,2.565,2.565,2.705,2.785,3.645,3.67,3.685,3.75,3.82,3.86,3.95,4.26,4.29,4.445,4.465,4.69,5.42,5.47,37.76,40.57,59.61,60.61,61.54,64.11,64.83,65.805,66.665,67.555,68.715,69.18,69.65,70.505,72.695,75.24,76.24,76.28,76.31
756,CHE,Switzerland,3.665,3.665,3.665,3.665,3.665,3.665,3.665,3.665,3.665,3.665,3.675,4.57,22.51,22.51,24.395,24.395,26.345,26.345,26.85,26.85,26.85,31.04,31.04,31.84,31.84,32.16,32.19,32.435,32.455,32.79,39.825,39.825,39.865,39.865,39.98,39.98,40.025,43.145,43.145,43.145,43.145,46.89
760,SYR,Syria,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
158,TWN,Taiwan,0,0,0,0,1.26,8.12,13.81,13.81,15.84,15.84,15.84,15.84,18.89,18.89,18.91,18.95,18.95,19.32,19.41,19.41,37.51,37.58,37.58,37.58,37.6,37.64,38.87,38.87,38.95,39.07,39.07,39.07,39.09,39.16,39.17,39.17,39.17,39.17,39.17,39.17,39.17,39.17
762,TJK,Tajikistan,9.96,9.96,9.96,11.05,11.52,11.52,11.52,11.52,11.52,11.52,11.52,12.67,12.67,12.67,12.67,12.67,12.67,12.67,12.67,38.68,38.68,38.68,38.68,38.68,38.68,38.94,38.94,38.94,38.94,38.94,38.94,38.94,38.94,38.94,38.94,38.94,39.12,39.12,39.12,39.12,39.57,39.57
834,TZA,Tanzania,45.555,45.555,45.62,45.62,45.62,45.62,45.62,45.62,45.63,45.63,45.635,45.635,47.435,47.535,47.695,47.72,47.765,47.765,47.96,47.96,48.62,48.64,48.955,48.955,49.485,49.835,50.025,50.72,50.72,50.925,51.16,51.16,51.16,51.16,51.16,51.16,51.16,51.16,51.16,63.135,63.135,68.81
764,THA,Thailand,38.13,45.21,47.26,48.18,48.39,48.54,48.89,51.33,52.52,54.25,55.49,58.78,59.65,59.86,60.38,61.05,63.02,63.3,64.31,67.51,68.45,68.65,68.73,68.97,68.97,68.97,68.97,69.43,69.77,71.38,71.38,71.39,71.39,71.39,71.39,71.5,71.74,71.76,71.78,71.78,71.78,71.78
626,TLS,Timor-Leste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,7.9,7.9,7.9,7.9,7.9,7.9,18.5,30.43,30.43,30.43,30.43,30.43,30.43,30.43,31.75,37.54,37.54,37.54,37.54,37.54,37.54
768,TGO,Togo,43.34,43.34,43.34,43.34,43.34,43.34,43.34,43.34,43.34,43.34,43.34,43.34,43.34,43.34,43.34,45.92,45.92,45.92,45.92,45.92,45.92,45.92,45.92,46.26,46.26,49.16,49.16,49.16,49.16,49.16,49.16,49.16,49.16,49.16,49.16,49.16,49.16,49.16,49.66,49.66,49.66,49.66
776,TON,Tonga,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,3.87,6.58,6.58,6.58,6.58,6.58,6.58,6.58,6.765,6.765,6.765,6.765,6.765,6.765,6.765,6.765,6.765,6.765,6.765,6.765,6.765,9.29
780,TTO,Trinidad and Tobago,26.225,26.225,26.225,26.225,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,26.515,35.2
788,TUN,Tunisia,1,1,1,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.93,1.93,1.93,1.93,1.93,1.93,14.54,14.54,14.9,14.9,14.9,16.87,17.32,17.32,17.32,17.32,17.32,17.32,17.32,17.32,17.32
792,TUR,Turkey,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.45,0.45,0.45,0.45,0.78,0.78,0.78,0.78,0.79,0.79,0.79,0.92,0.92,0.94,1,1,1,1.01,1.03,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06
795,TKM,Turkmenistan,14.06,14.06,14.8,16.995,16.995,16.995,17.445,17.445,17.445,17.815,17.815,17.815,17.815,17.815,17.815,17.815,17.815,17.815,17.815,17.815,17.815,17.815,17.815,17.815,17.815,17.815,17.815,17.815,17.815,17.815,17.815,17.815,17.815,17.815,17.815,17.815,17.815,17.815,17.815,17.815,17.815,18.06
796,TCA,Turks and Caicos Islands,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
798,TUV,Tuvalu,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
800,UGA,Uganda,52.33,52.33,52.955,52.955,52.955,52.955,52.955,52.955,53.95,53.95,53.95,66.86,66.86,67.34,67.34,67.34,67.695,67.695,67.785,67.785,67.795,67.795,69.7,69.7,69.7,69.7,70.2,70.2,70.2,70.2,70.2,70.2,70.2,70.2,70.2,70.2,70.2,70.2,70.2,70.21,70.21,71.47
804,UKR,Ukraine,29.005,29.045,29.135,29.27,29.73,29.84,30.07,30.11,30.165,30.49,31.095,31.65,31.89,32.415,32.805,34.235,35.25,35.49,35.565,35.565,35.655,35.67,35.67,35.67,35.74,35.81,35.82,35.865,35.91,36.335,36.375,36.64,36.645,36.69,36.715,36.715,36.745,36.76,36.965,36.965,36.975,67.3
784,ARE,United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.19,0.19,0.19,0.19,4.41,4.41,4.41,4.41,4.41,4.41,5.02,5.02,5.22,6.7,6.7,6.72,7.17,25.26,25.26,25.47,41.83,42.29,42.41,42.41,42.41
826,GBR,United Kingdom,11.1,11.22,11.29,11.63,11.81,11.98,12.8,13.43,14,14.25,14.63,14.88,15.05,15.33,15.66,16.21,16.97,17.16,17.36,17.49,17.88,18.14,18.66,19.23,21.41,21.78,21.81,22,22.27,22.28,22.75,23.08,23.08,23.13,31.56,31.57,31.58,31.66,31.71,31.77,31.78,31.78
