"code","iso","country","FGA.raw.1999","FGA.raw.2000","FGA.raw.2001","FGA.raw.2002","FGA.raw.2003","FGA.raw.2004","FGA.raw.2005","FGA.raw.2006","FGA.raw.2007","FGA.raw.2008","FGA.raw.2009","FGA.raw.2010","FGA.raw.2011","FGA.raw.2012","FGA.raw.2013","FGA.raw.2014","FGA.raw.2015","FGA.raw.2016","FGA.raw.2017","FGA.raw.2018","FGA.raw.2019"
174,"COM","Comoros",0.817717019894343,0.576030873694291,0.447956924659328,0.372303359268773,0.37789055711063,0.400352525459023,0.456718185033806,0.49265875072747,0.499237125012893,0.472336771989935,0.41528380791495,0.280960097041516,0.202612101172943,0.152082042845816,0.117607719271592,0.0923970452314105,0.0805353118605572,0.070070115055197,0.0633740099255038,0.059947784437735,0.0590168276731122
184,"COK","Cook Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
188,"CRI","Costa Rica",1.18520279553135,0.987776223332097,0.785763120188342,0.590268568897568,0.475098431787213,0.387931140219691,0.324112300682026,0.27180060444622,0.223879866233497,0.186009226085069,0.158329559800822,0.141088471020907,0.122390595199763,0.104582077860394,0.0908893625340232,0.0796948754745761,0.0727277824827057,0.0667188980862954,0.0623178870365484,0.0589477674610872,0.0565192465572999
384,"CIV","Cote d'Ivoire",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
191,"HRV","Croatia",-9999,-9999,-9999,-9999,-9999,-0.2038895194704,-0.172385660825499,-0.114870996521591,-0.0450678016045775,-0.00431996533701962,0.0272886280604179,0.0522107597157924,0.0719958642100957,0.0550139855475473,0.0441864655274098,0.0349595106914309,0.028805215324283,0.0243353910086292,0.022231334041027,0.0225656310465026,0.0213634414837107
192,"CUB","Cuba",0.967272910186797,0.791323764761778,0.65881726365459,0.53017092807874,0.445954307654669,0.385713748139565,0.346704307682163,0.322243814285657,0.290296132130865,0.252092074929716,0.215094657289771,0.178270147844324,0.146358793607803,0.12059084647643,0.101391554966431,0.0869299269584187,0.0762525573437109,0.068293342178968,0.0626967815163952,0.0589119929805026,0.0568028678966086
531,"CUW","Curacao",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
196,"CYP","Cyprus",0.48961914314542,0.471198415477134,0.433237347109393,0.374403931455419,0.317286188682351,0.269382111014585,0.238155225919015,0.213889534157903,0.187683768797561,0.164378924460642,0.14477898954371,0.127529239563547,0.116716812434699,0.104775288356379,0.0927297281978343,0.0820914775655848,0.0723972282075662,0.0638839793354866,0.0564572532712002,0.049986121629334,0.044553055835199
203,"CZE","Czech Republic",0.649476566911992,0.627905144588484,0.561467662693965,0.447149454484838,0.353513794181818,0.282861793437202,0.247564383056106,0.227133760824086,0.204577907168833,0.18109427737674,0.187775486409426,0.208981802485791,0.224301566402175,0.226644342575539,0.218991555397417,0.202858809455429,0.183705094249406,0.156291296412242,0.120767552973363,0.0754645138629795,0.0512757798245083
180,"COD","Dem. Rep. Congo",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
208,"DNK","Denmark",0.0182986279239294,0.00304927966179269,-0.0208290223024543,-0.0347679762688274,-0.0473040133610214,-0.0457665966138906,-0.0392924884791849,-0.0416049124929003,-0.0319927832415375,-0.0178148770175824,-0.00350251759753983,0.0142902328120194,0.0291354220677009,0.0506553410399,0.0639646253479913,0.0685335593855312,0.0508781099977864,0.0319353224025083,0.00227464584328407,-0.0164445590674848,-0.0410925402728793
262,"DJI","Djibouti",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
212,"DMA","Dominica",0.13462374229766,0.118802162241859,0.101275612559651,0.0181104411176871,-0.0420677952987922,-0.0669775317752886,-0.0784889569752101,0.0629961138036548,0.219577182951963,0.371191739881401,0.487590371657556,0.551947929253836,0.581600106554362,0.473371491411215,0.314538085363414,0.164198778562531,-0.00231492960018143,-0.0135784622216618,-0.0110991273413263,0.0156077499571861,0.0309102113281667
214,"DOM","Dominican Republic",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
218,"ECU","Ecuador",1.03006217788024,0.810149105099751,0.626936116294096,0.459733208920508,0.363336562918561,0.307462993493872,0.276765463563259,0.25685070649864,0.239571035951733,0.222929495353129,0.194138938639074,0.166897265117658,0.140230703228999,0.116755728782753,0.0948154503901513,0.0814516500710964,0.073106894217722,0.0660856792249889,0.0609608045662495,0.057644155855433,0.05585910602885
818,"EGY","Egypt",0.0152943309528026,0.0171743089718266,0.0192721226120922,0.0196169820757566,0.0189354800068959,0.025355220560509,0.0302174156508137,0.0501264792561411,0.0530839963587932,0.0578367130980675,0.0591388368330308,0.0571726332887588,0.0524940538135978,0.0452760605403044,0.035737819780421,0.0288778255870394,0.0277692933087379,0.0274675889385234,0.0277767202941366,0.0281068993556448,0.0286811106603182
222,"SLV","El Salvador",2.55141820209352,2.47868219996402,2.17127343337849,1.72610230819116,1.28280511805402,0.840121185775514,0.433025340280861,0.309301608456733,0.223902964359458,0.160487276129764,0.112596661877855,0.101719005028199,0.0944154582177357,0.0890057839728013,0.0841173941095639,0.0785788366894007,0.0730967239277702,0.0693275606865382,0.0651354060927463,0.0611429381643995,0.057218087864255
226,"GNQ","Equatorial Guinea",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
232,"ERI","Eritrea",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
233,"EST","Estonia",-9999,-9999,-9999,-9999,-9999,0.241491232741803,0.234598061696891,0.225295541653319,0.21558071461408,0.203575254797458,0.185345283028374,0.164611121611946,0.140323212519525,0.116581695864626,0.0961954573324943,0.0809835250424338,0.0722717505786437,0.0631151094920008,0.0528822317780084,0.0431982224022542,0.0315599371562514
748,"SWZ","Eswatini",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
231,"ETH","Ethiopia",1.40067612695968,1.229764942708,1.04796804668428,0.812757716378571,0.646175249431169,0.509111388951386,0.394093144419528,0.32937348075767,0.276337731629154,0.218679907189238,0.169810367147387,0.147872303718957,0.133640870682505,0.116644021118382,0.0912579831208988,0.0782138733296731,0.0744040109749056,0.0686194161667062,0.0644724520776185,0.0615621475911114,0.058686522682573
234,"FRO","Faeroe Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
238,"FLK","Falkland Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
242,"FJI","Fiji",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
246,"FIN","Finland",0.280547954432591,0.295061944306402,0.288438523868671,0.272251474341469,0.241449617713565,0.210778860870225,0.184709975285126,0.161565013363108,0.138610635662978,0.119479316318716,0.104821933450177,0.0996121914935209,0.0925199796325573,0.0845258648435931,0.0745736781139645,0.0623175963658897,0.0457148295721121,0.0298699710741044,0.0127191420206334,-0.00280082753096556,-0.020366792759258
250,"FRA","France",-0.00407791471846231,0.0012815337376606,0.00946006894317319,0.027347994886334,0.0615104897233392,0.0833473608856572,0.0696189589216805,0.0588705347293952,0.0507727786045433,0.0502766874541689,0.0510661765285603,0.0572004023160053,0.0607206344237421,0.0619759783194633,0.0585721898834097,0.0516368613378346,0.0383601712394908,0.0254491712364795,0.0121231857611506,-0.00321358437559871,-0.0201594396487588
258,"PYF","French Polynesia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
266,"GAB","Gabon",1.06171554235275,0.838282719442883,0.651830158075602,0.473997017307153,0.372794431479472,0.30248518289754,0.263895775812176,0.241630687884359,0.22266909892077,0.205496438523653,0.17845689142046,0.153176062035866,0.130701143486515,0.110140971455946,0.0938615915943866,0.0812791031610129,0.0725222663403202,0.065610771156082,0.060587534611471,0.0570097407616572,0.0548019389776244
270,"GMB","Gambia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
268,"GEO","Georgia",0.579856781288418,0.565374144803401,0.546263635202058,0.486756919678296,0.433638443016369,0.382117056707628,0.356286144609099,0.33627176001721,0.316458438223161,0.290943854462606,0.259542637323164,0.219981051018351,0.21021563665719,0.216100525537538,0.18201664212389,0.131414862599967,0.0700198602924003,-0.0217895772811364,-0.230041173009822,-0.202655886446421,-0.170921635099668
276,"DEU","Germany",0.0457016005340016,0.0582923576709433,0.062542031753291,0.0570296347519867,0.0469080025179349,0.0408888011815018,0.0400266150735245,0.0467997273807006,0.0544833173179817,0.0625390804385899,0.0610327728432249,0.0658366633001879,0.0602165020988406,0.0518217009423287,0.0404658323068943,0.0297861275301787,0.0219216904558615,0.0175500217562843,0.0141012657601871,0.010783875465886,0.00171941752629379
288,"GHA","Ghana",-0.170643170637205,-0.171853678642686,-0.172110745922667,-0.184619669765304,-0.255354810950886,-0.325920691646194,-0.332851843806675,-0.324004031719774,-0.30023151848188,-0.296272847731983,-0.248939433266726,-0.167423736281093,-0.0633902898220992,0.044742202302148,0.0603130868015171,0.0299767070735395,0.052707432279204,0.0674347748734037,0.0619497596132594,0.05867349552427,0.0572267680862986
300,"GRC","Greece",0.0622540402546736,0.0559192760887721,-0.0141410851881745,-0.0262120827597682,-0.0384645980307262,-0.04715794140199,-0.0452956105472666,-0.0661695912554534,-0.0737300551595353,-0.0645176569207795,-0.0373281316305583,-0.0133159716889409,-0.050756038125816,-0.0321849870839643,-0.00893924133440249,0.0165595098312126,0.0431750107479976,0.0380467389419048,0.0315353380047469,0.0236298824124301,0.0130565563052425
304,"GRL","Greenland",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
308,"GRD","Grenada",0.0214983496259917,0.0214639569883091,0.0210033204202722,0.0210582185303076,0.0208869364750475,0.0210911582734576,0.0213130241635233,0.0209248442868601,0.0207786031806467,0.0205400939240354,0.0204794697332744,0.020277974660794,0.0196799414639615,0.0189946728673183,0.0184722124083969,0.0181085729260855,0.0177062481263617,0.0172245486039628,0.0168918835934357,0.0165204471477873,0.016335759554083
320,"GTM","Guatemala",1.10750795577243,0.899092105551465,0.70936652860823,0.53301323329681,0.430557574140366,0.359159458806277,0.316077176658296,0.281897498739583,0.247350445153513,0.216035211428527,0.186825562078476,0.160599153561063,0.135347117987122,0.113947823851695,0.095952695720473,0.0821423080440336,0.0738607748738802,0.0671245672595444,0.0619300173607078,0.058507580669545,0.0562127818772691
831,"GGY","Guernsey",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
324,"GIN","Guinea",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
624,"GNB","Guinea-Bissau",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
328,"GUY","Guyana",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
332,"HTI","Haiti",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
336,"VAT","Holy See",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
340,"HND","Honduras",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
344,"HKG","Hong Kong",-0.117261108899489,-0.0981170678683025,-0.0676648848245909,-0.029418783119787,0.00763958153447053,0.0386078489151527,0.0558422743607612,0.071197407950218,0.0798290614365877,0.0784060846333019,0.0747345762675751,0.0682629613893999,0.0603047352270014,0.0529980687561005,0.0467169356880597,0.042320276058154,0.0397322187503293,0.0379703198893462,0.0365506241541009,0.0355765532347176,0.0350936203271446
348,"HUN","Hungary",-9999,0.0548839892409643,0.0771732253346666,0.0730268256557163,0.0731945365689841,0.0772547571551701,0.0862463430829348,0.0924889875796704,0.0901656964534212,0.0854166904198586,0.0810315676472935,0.0681340805424488,0.059507514766826,0.0517939897943078,0.0495748158904052,0.0522499419422773,0.0577879648799073,0.0663805124072681,0.0635907454921496,0.0597384898782529,0.0545071580861098
352,"ISL","Iceland",-9999,-9999,-9999,-9999,-9999,0.0798215797083162,0.068699936633585,0.0576086939357228,0.0547142192106203,0.0907697873435809,0.0899556846701421,0.0838970864068225,0.088929860152462,0.0955132161290277,0.092790970514538,0.087311748306397,0.0761669711338082,0.0612164018965848,0.0379272372562118,0.0490547386895821,0.0354702768613309
356,"IND","India",0.079101543140885,0.0995067671210443,0.116510188868413,0.11850575042165,0.131161681653199,0.143162181439716,0.120595021218858,0.0835221415949245,0.0710883452022462,0.0646025329271136,0.0562143774473036,0.059370248657779,0.0592041011388473,0.0537323863651753,0.0602035142384816,0.0794059070589561,0.0699148678725894,0.0529363800068181,0.0574389917854676,0.0511509562672312,0.0463072901626218
360,"IDN","Indonesia",-0.121182371385115,-0.139595242809942,-0.156829602267804,-0.163970101121182,-0.154798088127392,-0.131334961113323,-0.096094860818958,-0.0545460849831675,-0.0103769509936275,0.00809933714707012,0.00961805187257636,0.0220429641795057,-0.00210746187905164,-0.0325714745682493,-0.0475833199489389,-0.0601250247332703,-0.0604160699933747,-0.0558575299005091,-0.0492483106667352,-0.0384505748461199,-0.0226954131043734
