"code","iso","country","FTD.raw.1950","FTD.raw.1951","FTD.raw.1952","FTD.raw.1953","FTD.raw.1954","FTD.raw.1955","FTD.raw.1956","FTD.raw.1957","FTD.raw.1958","FTD.raw.1959","FTD.raw.1960","FTD.raw.1961","FTD.raw.1962","FTD.raw.1963","FTD.raw.1964","FTD.raw.1965","FTD.raw.1966","FTD.raw.1967","FTD.raw.1968","FTD.raw.1969","FTD.raw.1970","FTD.raw.1971","FTD.raw.1972","FTD.raw.1973","FTD.raw.1974","FTD.raw.1975","FTD.raw.1976","FTD.raw.1977","FTD.raw.1978","FTD.raw.1979","FTD.raw.1980","FTD.raw.1981","FTD.raw.1982","FTD.raw.1983","FTD.raw.1984","FTD.raw.1985","FTD.raw.1986","FTD.raw.1987","FTD.raw.1988","FTD.raw.1989","FTD.raw.1990","FTD.raw.1991","FTD.raw.1992","FTD.raw.1993","FTD.raw.1994","FTD.raw.1995","FTD.raw.1996","FTD.raw.1997","FTD.raw.1998","FTD.raw.1999","FTD.raw.2000","FTD.raw.2001","FTD.raw.2002","FTD.raw.2003","FTD.raw.2004","FTD.raw.2005","FTD.raw.2006","FTD.raw.2007","FTD.raw.2008","FTD.raw.2009","FTD.raw.2010","FTD.raw.2011","FTD.raw.2012","FTD.raw.2013","FTD.raw.2014","FTD.raw.2015","FTD.raw.2016","FTD.raw.2017","FTD.raw.2018"
36,"AUS","Australia",0.220501496968946,0.217386407664465,0.218603451544012,0.229918566516332,0.227724297710529,0.236221047145768,0.239032012469552,0.240386945943783,0.243367348080657,0.255594479337163,0.257413775861732,0.247998790999068,0.258905313528677,0.268284845045881,0.275742326487875,0.268421965237222,0.261121345749339,0.279742424615318,0.294171260192563,0.33817414461899,0.38261764827936,0.457958849198274,0.450985455068579,0.469200167989258,0.473093273797941,0.395701875024949,0.445101006137971,0.471328969098116,0.455335210140379,0.468588261707212,0.382131801923661,0.485658834777725,0.4759792576665,0.462902831673011,0.436135506370019,0.418222729952262,0.391834780932312,0.364668818331594,0.381802079568254,0.467785654649157,0.341893165929604,0.380986013189328,0.333384555148894,0.349481161515792,0.350896011727905,0.395342854474604,0.37230769622834,0.366316341006878,0.359739538003494,0.378733953740589,0.33208827758657,0.355215966891881,0.265366879035955,0.250059255308259,0.230804003637002,0.210136358731572,0.211134496679063,0.187655366985573,0.189405356047609,0.201710234440237,0.185687201172015,0.186787896573275,0.158173192623274,0.154016885381763,0.163483473843926,0.161261988464712,0.161202112752146,0.155665202518268,0.157422034237628
40,"AUT","Austria",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
31,"AZE","Azerbaijan",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
44,"BHS","Bahamas",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
48,"BHR","Bahrain",0.250036062890068,0.25003606288919,0.26289845548325,0.276484954622592,0.292726863320839,0.305242203049546,0.317322321256225,0.330326515054749,0.341481697405596,0.352271330854119,0.362160963281674,0.381841119166833,0.400343082084612,0.428483374909318,0.45177870398637,0.480042292319885,0.509368530879036,0.524386033436473,0.472217008538528,0.382232667325777,0.215430845689143,0.220192835611889,0.224849974331027,0.229817487872837,0.232268548470658,0.227276285708214,0.212005947362553,0.169242777621391,0.151236226899705,0.122865511368359,0.152648056161898,0.145728899223043,0.161290133975602,0.188590760054453,0.215379655260608,0.245505949922123,0.24632401667874,0.245394943491316,0.227069270752798,0.223165480700627,0.190803899464752,0.224869239103807,0.238859887297665,0.299079669052992,0.340666640958645,0.381003526464396,0.412700335927265,0.36662054168828,0.31827669013494,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
50,"BGD","Bangladesh",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0771945697657213,0.0858832442698098,0.094598216275746,0.104572478337556,0.111087257058232,0.117894388696232,0.124475825429462,0.133359599361441,0.140880035670614,0.147653209453792,0.157715464118503,0.166236207327964,0.171006553070549,0.167649871973001,0.163958627108718,0.156894938468557,0.155263796948901,0.155742671979816,0.155269781698639,0.154867533505692,0.150933951374731,0.146339946531434,0.15886510050565,0.157154600409047,0.155238736570428,0.151027850313865,0.155503886891762,0.149018080397727,0.142290903562002,0.131238180936291,0.123867134840149,0.124988746656928,0.11512466873296,0.105971360897908,0.135626109541322,0.134463508184998,0.129444225244675,0.112990266193421,0.0952559965436031,0.119417293942117,0.173088201148819,0.163858015651057,0.156528797277667,0.156068380069799,0.161032471672994,0.149253502812331,0.153991610142559
52,"BRB","Barbados",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
112,"BLR","Belarus",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
56,"BEL","Belgium",0.167745014858132,0.19862302969508,0.180582875814996,0.150435517075165,0.159496198509313,0.155520902313707,0.168643956984561,0.21164268256626,0.205555542730477,0.214196460947561,0.226742893844826,0.215585895961775,0.241575183573373,0.24101508150887,0.204020597139983,0.217430370865277,0.221419425736552,0.220401604892721,0.217514190232913,0.233103322008932,0.241586262009072,0.226365135872412,0.192526364761513,0.197204072137778,0.216613530566918,0.206715589005769,0.191056943786575,0.188217849879974,0.175605647138686,0.166730285024242,0.164053585868557,0.126236187770195,0.112287386155157,0.138112850955448,0.145465444545286,0.150655513585817,0.148694918424086,0.148656003298688,0.148319573898302,0.15707632772873,0.160956203859896,0.160021709143418,0.151086007511897,0.153531102629788,0.152415161182179,0.138032249391109,0.151679345859954,0.132429704403744,0.145531458764301,0.142720383070523,0.16722281902442,0.151655487234987,0.17026447468796,0.167074461588419,0.191833428293907,0.17854622428546,0.229351102087311,0.272146093328201,0.279591926154937,0.227879720962546,0.230378980750451,0.284742486051181,0.0950780670739913,0.265145356398978,0.252845149001149,0.223391300031182,0.214316410311511,0.252351609786308,0.129735088862949
84,"BLZ","Belize",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0369848933361853,0.0496151738415819,0.0204081748967147,0.0096416422614603,-9999,0.00357274436561491,0.00902611999202779,0.0115487073099269,0.00434257055134458,4.49998674557753e-05,0.000184134196789239,0.00427777443361623,4.15092123117678e-06,-9999,9.95119258693022e-05,-9999,-9999,-9999,0.00135094472506211,0.00651081961131856,0.0163132749970834,0.00876231744062961,0.0125219625716108,0.00717283536629058,0.00727730922873972,0.00361138186440123
204,"BEN","Benin",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
60,"BMU","Bermuda",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
64,"BTN","Bhutan",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
68,"BOL","Bolivia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
70,"BIH","Bosnia and Herzegovina",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
72,"BWA","Botswana",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
76,"BRA","Brazil",0.220712593722667,0.197679446264578,0.253723277463516,0.159704677242922,0.234451064642758,0.224757043247452,0.213686493899104,0.185671695285671,0.210625173539707,0.255488592819919,0.238763575805332,0.213665743216132,0.213031270998566,0.329079667335736,0.237774204400935,0.232654330011319,0.219086378188523,0.181777999342127,0.171127171864372,0.161085820555556,0.212531835657491,0.205490212656444,0.167997946365449,0.194727993847238,0.217653160171415,0.19050976703994,0.286104906189925,0.246625854396547,0.19629673548095,0.252054793775453,0.177764509105139,0.191493036475434,0.188967852244789,0.168521556330726,0.222682478420292,0.194178598503008,0.191634105461875,0.179514839342364,0.200046500495324,0.225961446297171,0.165215164520878,0.152017319813967,0.145646721054234,0.152069077944859,0.130933807673734,0.145780020997618,0.116214006981786,0.102846642862181,0.125547679137295,0.118658589208834,0.151196627702354,0.128856884039629,0.144128347077178,0.134351661390868,0.117583915282082,0.119784582906694,0.126680807017414,0.139430317595433,0.130629415286153,0.118375854444203,0.11843443119433,0.154545925459649,0.130908325721782,0.126867330309586,0.143592670831886,0.140576379862989,0.144351756768573,0.13719638512142,0.144118370028216
92,"VGB","British Virgin Islands",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
96,"BRN","Brunei Darussalam",-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.247461465591268,0.238945401241327,0.278528719122782,0.264165191469323,0.212129514874603,0.228211371232251,0.260795775422303,0.376458147682021,0.29843754837806,0.191638458131202,0.3548469923104,0.413623448239702,0.36260505284437,0.435772983014393,0.437266859650945,0.451885644037107,0.38253295284091,0.404735801454325,0.433679238932787,0.557788342685169,0.513564522204304,0.504249048661465,0.571637647134245,0.501037548643673,0.35483233464276,0.421649377806071,0.41020601359063,0.558823317087475,0.57564217499375,0.49045943878961,0.495019347969355,0.55106963005449,0.622113070390063,0.729542854989076,0.559693905800088,0.427138194258847,0.59217202490022,0.447638635147597,0.289437229043917,0.286064496753818,0.266766944798156,0.28243834592623,0.234373479985642,0.318250615074841,0.316453192478222,0.281045876129014,0.388889685478025,0.354455937215191,0.354731965618368,0.354222999765594,0.359204749061363,0.276208272372649,0.357031087939508,0.37567810411607,0.319392079957994
100,"BGR","Bulgaria",0.0626196236736068,0.0559434447029041,0.0471489579368407,0.0285455446390689,0.0327152465678792,0.0372566699712805,0.0457358230750686,0.0851127707659652,0.0724796847038925,0.0522922711367344,0.0297257164361238,0.0290145972313056,0.0559734877905495,0.0744530884024678,0.333867966924563,0.408800241468339,0.559038990212206,0.627175918363185,0.637506962442135,0.661172103312028,0.58844704676273,0.634133840652435,0.539686757016123,0.400392619441154,0.435719555068272,0.290873828444598,0.482964696843043,0.321314538096806,0.352596746087783,0.603937210793236,0.100366899721703,0.351254471924785,0.426976038908216,0.444315070564819,0.438063805393633,0.300014265824537,0.418165338371319,0.303084433831828,0.790570285869169,0.588244540830857,0.679187254214234,0.512529819228621,0.641653352592357,0.594734445005148,0.802289536888821,0.760896042279645,0.734289577804015,0.746545712165254,0.613220779365975,0.734446498185958,0.731925509207483,0.833868394963279,0.472213293120857,0.547464878918292,0.63714138742112,0.653702372862338,0.673168444806368,0.852298061766376,0.736948159614176,0.653271889518211,0.598444057304065,0.485261824718481,0.570628451929657,0.611409605333286,0.665726371422561,0.77756801191189,0.780777258330072,0.788326118378096,0.628914527686444
854,"BFA","Burkina Faso",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
108,"BDI","Burundi",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
132,"CPV","Cabo Verde",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
