"code","iso","country","GPC.raw.1990","GPC.raw.1991","GPC.raw.1992","GPC.raw.1993","GPC.raw.1994","GPC.raw.1995","GPC.raw.1996","GPC.raw.1997","GPC.raw.1998","GPC.raw.1999","GPC.raw.2000","GPC.raw.2001","GPC.raw.2002","GPC.raw.2003","GPC.raw.2004","GPC.raw.2005","GPC.raw.2006","GPC.raw.2007","GPC.raw.2008","GPC.raw.2009","GPC.raw.2010","GPC.raw.2011","GPC.raw.2012","GPC.raw.2013","GPC.raw.2014","GPC.raw.2015","GPC.raw.2016","GPC.raw.2017","GPC.raw.2018","GPC.raw.2019","GPC.raw.2020"
170,"COL","Colombia",8307.25326013413,8308.93264270265,8478.20318200943,8764.52663421269,9100.98349310017,9400.30919748866,9424.09694665138,9580.0867407895,9473.81870542236,8927.73006708038,9042.66279139812,9051.41423504112,9137.46430259281,9356.20968436526,9716.49910722704,10049.1261807666,10586.7948808009,11161.5133168718,11393.2022349803,11395.5621370337,11783.2999142858,12480.5465526004,12852.6257014235,13390.485196138,13852.2420491719,14095.748356648,14194.515663803,14171.3205005648,14314.8555765268,14585.3024908488,13441.4929522564
174,"COM","Comoros",3061.33091422757,2812.28250064906,2964.21671407365,2966.22295455321,2730.6280401294,2751.16408279301,2642.09376873252,2675.5826164036,2639.29772945448,2621.56638114947,2833.59101577331,2829.08347204954,2825.80098526387,2817.31276383071,2804.00387301489,2815.70212052364,2821.9384765169,2777.14223638774,2819.65874136648,2840.6328978705,2878.26971036373,2924.68551719278,2946.20222437818,3005.510856738,2996.3793452042,2959.49809656739,2987.97027465784,3032.26213308113,3066.83784677933,3059.49172597369,3140.69877162092
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",9932.6298394144,9895.49560057344,10528.3477861837,10988.7754530114,11198.0271519432,11378.0001728372,11255.9740616534,11595.9370434948,12148.1968597794,12394.5479947754,12624.0705682992,12832.5736814217,13054.7191821428,13411.8482969266,13802.7286818822,14149.5192435305,14976.8157793638,15989.3313315427,16527.4360773719,16174.2768649604,16830.4361782214,17360.2015917797,17994.5362252058,18233.0159654164,18669.096679367,19141.6830724515,19736.6653042295,20347.0347715842,20559.8604252658,20805.3436781039,19679.2886412163
384,"CIV","Cote d'Ivoire",4499.87536315516,4342.39188816492,4179.6228501623,4027.23755079273,3922.8172395173,4064.93371984806,4240.16367903237,4263.54876487999,4342.12577428784,4290.3961283192,4093.87478193688,4001.95631136697,3848.77608618401,3717.05255316658,3685.17970253609,3670.18092188189,3646.27218791902,3630.0476448341,3639.89348128385,3673.26125023814,3660.90384745153,3417.77838502631,3692.64764324942,3922.54088429797,4161.94030038249,4417.15021465621,4615.7092567652,4830.7505152268,5033.4788260772,5212.55402145859,5174.10055275464
191,"HRV","Croatia",NA,NA,NA,NA,NA,15002.6487512464,16108.025999519,17190.921067359,17595.5301149582,17504.1754529296,18183.5881144119,19455.7815687732,20548.4106590796,21700.2987445833,22595.5483294729,23538.7544252511,24708.2992912917,25966.0969395054,26460.8959793294,24548.7918388198,24280.6026929712,24316.2479790563,23807.3155946951,23766.9760398631,23782.5024628678,24562.4536175451,25599.8436234436,26800.1189758069,27799.8433225131,28753.5162699608,26465.1273096002
192,"CUB","Cuba",14721.1669431289,13022.865716266,11456.36902399,9731.85315245309,9687.72226979458,9918.95297001923,10603.9837155719,10919.2855511464,10870.8393900517,11457.2617523313,12133.2794915311,12449.9806353539,12589.6634041878,13001.8340600854,13777.3258814889,15273.1595709521,17138.4308354648,18398.1732658189,19133.263178035,19507.0488587441,19953.9757984998,20468.6957551752,21053.3572020959,21537.3559678241,21756.6091670146,22693.6035914879,22761.1417553322,23193.7636114542,23725.2192730628,24193.7960118883,24667.5617854441
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29669.8646067821,30562.3183466686,30646.1487257223,30107.1799579905,29653.9647137476,29102.8638428108,28829.0168947987,28963.4099644224,29227.0765763594,28883.1037792964,28543.36070597,28313.0486187097,28040.0360514959,27503.7894380048,26826.5923787915,26548.7000044221,26009.5280033975,25475.4896636129,25054.8952300259,24494.3426149147,NA
196,"CYP","Cyprus",19127.522980066,18862.8598365568,20185.1841328656,19876.1326038234,20587.3162576824,21831.9923100264,21648.1544706788,21776.9532144821,22662.1910026814,23349.3125610159,24289.9975259023,24803.4333586573,25287.2452068109,25517.1873883207,26352.8984015423,27168.0654814758,27962.9881662043,28885.7233874455,29444.7446628113,28417.2805641025,28611.2678604157,28414.0495826618,27187.9108653381,25210.3658648569,24568.1081907589,25169.0384485129,26578.7721251314,27723.8713640211,28941.8518160412,29600.2708920732,27885.1948564911
203,"CZE","Czech Republic",23585.1814938054,20895.8797607116,20768.7881664465,20760.054250988,21356.3127969696,22758.5968118404,23756.9783859253,23659.3207939066,23597.3061804104,23948.3850340351,24976.5063182959,25833.4146699938,26289.6261389536,27239.5594440384,28542.2548172745,30384.446648784,32352.8129664551,33956.2459846787,34580.4433462985,32782.6123492193,33483.137594809,34002.1897752205,33688.0998344582,33661.4684161727,34386.7049143978,36168.4185553861,37014.9592935816,38824.887917092,39932.992193117,40981.0565086433,38509.2669114162
180,"COD","Dem. Rep. Congo",1819.72331487329,1606.32669405146,1382.76198667297,1150.83622958163,1066.4681718975,1039.7528652868,1000.68917422966,921.422432997428,885.78589481116,828.209255687388,751.557756784937,715.677928228604,715.454398860415,732.536628665159,757.686099243824,778.96804364136,794.429458022617,817.069598483967,839.815586400064,835.611722909563,865.684040221023,894.826544520519,926.787816171911,972.455934329136,1029.79081257806,1065.24257721582,1055.57291467758,1059.81076228861,1085.89368770942,1097.9488401154,1072.21011269575
208,"DNK","Denmark",39027.9787365147,39469.3228084158,40108.8919453015,39979.7573849561,41969.6887111548,43015.6775097607,44013.3855851544,45260.1371186812,46096.3697234041,47298.5373518436,48907.0114021027,49133.2231026505,49204.8990055345,49262.6449732555,50446.5416048985,51483.2737862929,53322.2889991783,53569.0280238007,52982.5317373494,50114.0500523227,50825.4122929358,51293.2061782002,51216.309409926,51479.2664533017,52048.3354927845,52892.6460290248,54185.0084787703,55356.6807801781,56178.7746299825,57161.6863893419,55819.9095281649
262,"DJI","Djibouti",NA,4400.13292474878,4361.96025692888,4054.81285182448,3976.62707414583,3798.48078654732,3582.48013164337,3468.08943030946,3362.16692771101,3335.87115702502,3280.4045161913,3289.04776756391,3321.36214965977,3345.12186200322,3369.42029488991,3423.84754926719,3548.9511320509,3702.31848534864,3910.82563659498,3902.8062709265,3967.46117395423,4196.67217656394,4218.27590438101,4293.39046477787,4446.32849177854,4718.27804374607,4747.13127848552,4823.53180883396,5183.57168034659,5520.23055322575,9434.31848055071
212,"DMA","Dominica",7775.43736138374,7885.27071099582,8026.02272550234,8168.00542181952,8144.82944774755,8384.48892388444,8665.72243636974,8897.89820784668,9287.53573017316,9367.80522395337,9611.53337036946,9602.50168623799,9308.36387285422,9862.73760555822,10122.4662518697,10160.994408622,10613.6892365175,11275.3781165915,12072.8474449511,11928.4447252248,12003.7660822063,11971.0201324486,11837.2360018054,11708.1449960953,12216.5318416183,11873.7418376836,12154.7514389872,11304.0433278877,11537.0190725758,11905.8705154398,9891.29193953719
214,"DOM","Dominican Republic",6203.20780954313,6143.84815763902,6706.02613228054,7068.10788837498,7122.37624525665,7396.8419915022,7707.39519571147,8255.56481133644,8670.43784649283,9043.59778325592,9322.13919573249,9410.032483728,9690.5988753623,9424.79525292111,9533.31894357299,10291.303222851,11087.4819622244,11756.4666220015,11980.8394631663,11944.3481294286,12782.4571724152,13024.3285156301,13219.6941289337,13702.3212058785,14499.6304101602,15328.3595089817,16166.6115259959,16735.3644228294,17711.7955337583,18412.899987552,17003.0130205347
218,"ECU","Ecuador",8293.7406745374,8450.1514229952,8432.61865976809,8406.5576720824,8571.73921091979,8575.67491503774,8539.3379887525,8723.82902771369,8826.38699871057,8243.41104756171,8176.34444775577,8350.88532837318,8541.67230726852,8625.79251111209,9178.41807603607,9503.69468951353,9757.37510261876,9805.65121285276,10257.3996333733,10148.8659478337,10340.9702972165,10984.2837669942,11431.3756193625,11818.5868341087,12078.4743866036,11896.3751614302,11551.6159731776,11617.9122190574,11561.7478531429,11370.603299072,10329.1987527594
818,"EGY","Egypt",6086.68675366987,6016.90696906539,6152.92900367738,6203.06819620047,6321.25070751335,6483.31562051125,6671.08939267294,6897.52124163154,7138.21220132707,7422.83529863806,7744.7152380931,7867.50743983463,7905.41251956336,8007.6450292324,8184.06580830494,8397.0324440229,8814.14605018026,9274.97705396552,9763.50444936788,10031.0329555174,10340.0732290684,10302.4428451733,10301.1078078999,10290.191622314,10353.6668042394,10570.4452319757,10795.8087418385,11014.4864791744,11366.3355206681,11763.2532849551,11951.4475270117
222,"SLV","El Salvador",5264.67623108416,5271.21773004281,5563.93986422437,5808.20270343741,6002.49490388379,6212.22753623655,6195.50455428982,6327.07563533723,6437.34068701415,6523.45884564135,6548.63137037089,6562.53621306769,6626.99299578067,6694.66220386984,6720.96649844552,6870.62983910769,7136.85528246641,7238.19214441388,7392.84652175994,7208.16330903933,7328.71990965521,7575.63973950404,7754.6879921882,7892.43695519397,7990.45957385618,8143.22444194766,8309.44179938699,8454.05555134379,8614.01795915499,8796.06206368967,8056.54308612849
226,"GNQ","Equatorial Guinea",1039.98504940052,996.878344481044,1299.92547644393,1395.40346844646,1572.06232603683,1781.26487792261,2857.50227110433,6868.49317242093,8165.99403233497,9851.27558393836,11176.5189594963,17523.5451572879,20084.3430084807,21944.5056628252,29004.1867208956,32390.2074360136,33330.8905720164,36685.3433527447,41249.4865794728,39914.1753086291,34732.2191497036,35377.7364919179,36671.3574358438,33678.7378356066,32436.5535005511,28313.4331590396,24827.0321162643,22550.9581611231,20386.0138677131,18502.563964039,17007.6247800252
232,"ERI","Eritrea",NA,NA,1184.1664964907,1351.24319419681,1649.22196683973,1702.55907130476,1865.87547573879,2026.35905062971,2049.2937449062,2008.93205996453,1719.91352963913,1816.61390128393,1785.66226816232,1645.04288792496,1588.88928898588,1569.13033769761,1509.55013938934,1501.77496933969,1197.54849614612,1313.42853181462,1419.66841244533,1762.98446305069,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,"EST","Estonia",NA,NA,NA,NA,NA,12730.9515889458,13558.8173683437,15504.1290482169,16333.1211673817,16215.8778790053,17765.5347668985,18952.4562908853,20364.3831955341,22050.0884808126,23691.5887050719,26096.9883386238,28814.9203164654,31140.5798350899,29621.7645299993,25337.175235261,26015.7463509325,27990.136407635,28997.3228845385,29525.1188635117,30494.0963031973,31038.8046287051,32008.9343566614,33821.93290847,35097.7041021572,36399.9292208916,35215.363815539
748,"SWZ","Eswatini",5097.82360932788,5047.36651371795,5079.63061991115,5115.21614417379,5123.07858859238,5258.97018394231,5353.18906366169,5416.68398138039,5464.12095243515,5545.1027388218,5579.13655947274,5592.50603727853,5806.26693421796,6009.49542662657,6206.09179811397,6551.01015339516,6906.56444179071,7167.54313180945,7176.21346924816,7236.73469902611,7459.22797562412,7575.71558669499,7930.46867816152,8179.48576594297,8192.52795301407,8304.65845837116,8321.03191383719,8408.04312159643,8520.59238619336,8621.80406695141,8392.71756391091
231,"ETH","Ethiopia",767.013565341254,687.543151327826,605.770667570124,661.312446366601,659.091401254104,676.58665877163,736.947794249504,737.329554291231,691.21637452203,706.164340219382,727.766684744805,765.809379888095,755.434689229629,718.333023905387,793.093753452204,862.35534188426,929.694443425612,1008.13532290968,1086.69947540926,1150.20604388024,1259.02258051063,1360.93852243608,1437.37660668157,1545.17795600732,1656.63448899242,1779.0841114169,1894.89736397042,2021.56290796009,2103.51585836696,2221.40466452958,2296.82735215212
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",8451.44285045352,8146.95848482677,8538.58955468396,8599.27260302416,8912.17340449894,9019.28071022344,9344.22253139498,9042.42559360515,9075.12567622417,9798.3765495101,9575.8788393934,9732.45128381993,10027.454883989,10117.5405545229,10630.5051403156,10656.1632257559,10771.4574550054,10573.6168923303,10566.926052996,10319.3892541372,10547.9303978854,10787.6605625282,10919.4971705367,11429.3552174668,12057.9871263878,12569.1431129142,12820.7246047956,13429.3006222384,13846.1588353284,13684.3608160227,10997.4734903847
246,"FIN","Finland",32939.3832880617,30831.6088058571,29648.7439434243,29310.3070704184,30340.8238404136,31499.8057757899,32548.0151553704,34506.771879073,36293.3915600144,37795.0577604714,39894.1944569684,40842.3417724244,41439.019233448,42168.69346719,43724.9661225981,44786.9096643071,46412.2003478177,48664.2657070709,48817.989492787,44662.100140396,45874.66130214,46825.8248388832,45952.2463833659,45328.575321804,44976.7764487708,45072.5902146238,46206.7878130494,47570.1335838481,48049.5837841337,48641.6240784136,47167.4272215864
250,"FRA","France",33713.7655256937,33878.4632640722,34250.0260057604,33888.5706809397,34559.952151907,35161.5255504782,35532.6595724018,36234.4282908799,37396.4219753085,38477.0606872232,39713.4175595235,40207.06855076,40368.4346622472,40412.6782321158,41250.8001059065,41621.4242844166,42344.1153794184,43102.8807140347,42971.5916409745,41522.5038339333,42123.326918699,42839.4656731268,42766.5256780463,42792.632620008,42998.0398609636,43322.4385753445,43681.5398985876,44552.7176447953,45258.8689938737,45991.7762599688,42288.9341753125
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",18179.1700017022,18770.6037317334,17704.5264650538,17917.2191929917,18099.3957168527,18514.5679788507,18703.1666511865,19284.5301762363,19465.2452778791,17297.8060053767,16567.2456051163,16522.1973634649,16093.405140168,16060.6875826795,15767.1793679395,15761.1484780064,14894.6935689419,15334.7235424854,14378.4929781269,13934.8565686915,14415.4459113912,14883.4942581406,15082.6565608752,15342.1813095484,15437.2650293528,15510.0389513623,15359.7403963667,15006.8440374987,14744.4343267491,14950.0770784889,14399.8688094117
270,"GMB","Gambia",2265.23347829402,2248.38056040211,2245.61080554391,2240.45351902409,2175.50441957614,2127.87472740805,2108.82849215863,2145.03090452489,2152.68199779871,2220.51964208375,2270.48649520816,2327.35435866192,2180.85250445442,2257.27783498198,2341.17318281022,2216.1860620205,2137.81852872171,2137.85713262186,2205.11439160073,2283.18617983918,2346.72047883159,2091.82876600814,2135.74423789688,2131.43602743993,2038.8025175488,2058.65814621739,2036.87715930988,2072.64683284208,2158.07755816639,2222.87959013357,2159.44190927585
268,"GEO","Georgia",11135.4628892873,8724.29049929184,4769.99652400784,3346.56802542595,3045.04248414423,3243.84621344181,3740.48545328952,4268.69527327204,4511.4888032807,4737.40551558201,4919.23187995618,5236.22280631371,5572.62200637587,6230.82190884125,6632.81426469501,7315.19848048056,8049.90605481458,9109.89774086377,9358.6145895778,9097.4212478098,9736.73209374293,10541.4719031056,11295.7540913053,11740.0891163337,12254.6456549529,12605.1400698178,12963.7439586374,13589.7073915159,14253.4089858441,14989.2581602038,14089.3023335327
276,"DEU","Germany",36699.4817033163,38294.1549425119,38734.9384083447,38105.2306021284,38881.5691219289,39366.0886366488,39568.6024740843,40218.8468799392,41022.6146311397,41769.8120329085,42928.1813366719,43576.6365260124,43417.3079988044,43089.473819752,43605.2786723109,43949.2881791796,45678.0819192687,47100.6097046962,47643.2227372401,45044.4863870438,46999.2399709894,49757.9241566763,49872.4474888681,49954.1737493391,50845.5269954272,51159.2974643888,51879.6725937906,53071.4555699913,53486.8405707004,53929.6392852715,51374.0274449907
288,"GHA","Ghana",2342.36631894183,2395.69292690656,2417.72740192245,2463.62638937279,2475.02128040297,2508.29074516357,2556.35502864167,2597.224229255,2652.91330447314,2702.62334776541,2734.80676341488,2775.37498857643,2830.15420948139,2905.01641475462,2992.41646351466,3090.18743847289,3205.03311283034,3259.16990307303,3466.81399090962,3543.46757579226,3729.47590321705,4151.48142162163,4431.0237345026,4645.81840976831,4670.24489811831,4662.30319092518,4712.51435451414,4983.68885597283,5177.88398862782,5396.86608780053,5304.98352460299
300,"GRC","Greece",24306.5523995951,24761.044763191,24744.6283338647,24205.9004860895,24566.7037885768,24965.6240705897,25567.256463237,26582.2975174295,27465.015740047,28200.5561608836,29186.324547399,30234.5959617275,31305.6936704984,33040.7682982488,34627.1806747136,34732.6440722251,36585.8395603871,37687.4333370451,37461.5387708945,35756.2455188034,33753.6177475921,30372.7605650238,28374.676952114,27797.5447288899,28178.6902062824,28248.1259561464,28226.9072784415,28645.0436174422,29150.6944922443,29723.2219580446,27287.0834009302
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,"GRD","Grenada",8813.9238370204,8923.63130031847,8784.02556431912,8517.89510938453,8565.27944046765,8665.59406777069,8985.94796725549,9384.23619809227,10440.3392402749,11116.3143649451,11613.4153892276,11333.7361432869,11678.7440082907,12738.9057095145,12614.8241638689,14246.9927237107,13641.2829733971,14442.8802800479,14541.8514410655,13537.7949164169,13412.7933652353,13444.648144173,13206.9742382866,13427.5519644025,14317.3257305619,15142.06257045,15613.6901268415,16217.4998498411,16801.9552384337,17050.2930413478,15065.8719536331
320,"GTM","Guatemala",5561.07068424543,5611.54226348488,5730.64595205297,5805.70952823587,5891.32743893295,6033.04269504362,6064.02081801253,6181.1723431383,6338.33807458394,6428.04797615096,6499.88328602091,6493.6064696777,6589.73707436894,6612.66987730145,6676.70453318824,6753.68253599957,6972.38159210706,7269.2062604465,7365.28043617029,7262.50010896452,7335.98897429944,7503.67465594416,7590.75546737918,7734.11770732069,7939.37437823935,8125.65553391644,8206.04798668296,8322.21680991505,8462.17210684372,8653.30819508202,8393.28464317623
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",1507.64061146232,1503.80122322625,1511.11381652078,1545.64868362853,1565.26670322826,1594.92922105229,1622.74920734156,1662.66198424834,1679.69184186428,1701.72975154262,1704.9563781541,1730.30211727688,1783.84999631577,1771.66008874508,1778.05158492916,1794.38316206248,1777.13474291357,1856.26108954869,1889.18795016232,1825.67339769649,1870.80005065288,1932.50581465451,2002.32168675994,2035.31862675328,2061.69491695153,2087.93502637033,2253.4776825851,2417.80379491551,2499.70726640711,2567.0339869651,2670.82335507161
624,"GNB","Guinea-Bissau",1994.66147480128,2049.61396675926,2025.79392427664,2022.6087371054,2042.45930660842,2088.25530176769,2284.36915684457,2386.30154493425,1683.25021726757,1667.63152983175,1722.75748109366,1723.45304915319,1669.27025591944,1641.02891383706,1647.57806324477,1677.70868916866,1675.77017912102,1688.8136865175,1700.28551531301,1713.76353840849,1747.23748547332,1839.692741951,1760.88399471437,1770.4761473936,1740.89673703744,1800.06338150249,1864.26303518079,1925.23773659951,1901.93173857674,1939.2895096348,1847.46582390877
328,"GUY","Guyana",4843.09227308768,5128.40106859656,5495.8494424442,5901.42787782169,6364.83122637556,6663.98197825068,7198.83586676804,7672.2705356756,7585.44663946792,7852.72126026137,7776.30855726493,7969.70874586926,8064.48851671622,8009.70649448068,8128.43580913365,7965.37804381727,8371.96241783163,8972.30598598408,9112.20877375835,9454.09979877161,9789.01670024955,10276.0355174405,10780.9643925318,11117.52938154,11244.4452370602,11261.8137066367,11631.0431952736,12005.4051048003,12477.5767111562,13082.2026195834,18679.9802308198
332,"HTI","Haiti",3229.61955595455,3225.86524670104,2995.78184793736,2779.60330261845,2401.8268154123,2591.08980324111,2649.52567126416,2672.59401511582,2682.8135351668,2707.69815551704,2684.55192559431,2630.51095324876,2610.75385438919,2654.20500636983,2578.88653385968,2629.11126147756,2632.18426741694,2734.74135449338,2758.57995566426,2887.38667490237,2735.28361704383,2860.20938649868,2833.77773410353,2879.14026773852,2935.21992525795,2941.81608076667,2952.61709428675,2980.96058438663,2992.31041114318,2905.43856536495,2773.08136431323
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",3990.02906523074,3749.17320680419,3866.11578810241,4002.96060044613,3899.71405099789,4024.99212236961,3984.5688268769,4049.97459904481,4077.55030605409,3935.73122753834,4108.77497718928,4109.76969711082,4154.92535715547,4235.62313709618,4390.47334152231,4546.24063500184,4733.54786940426,4914.32374334188,5011.60729945583,4787.86375108506,4866.97393107267,4956.40285182158,5065.45699900648,5113.4591505191,5177.41519718935,5283.41691357907,5395.61455082235,5561.99454219124,5680.36288396582,5736.18163330613,5138.38539820014
344,"HKG","Hong Kong",28798.4585956938,30189.1585623891,31803.2870900617,33200.2074000952,34420.2465393573,34546.414030911,34453.8365759066,35910.6565279492,33517.192385152,34030.770533316,36317.1206975424,36252.6608856788,36690.398955264,37886.4665283544,40862.6723656295,43690.3905052586,46463.5837078363,49043.9481656221,49788.8139701131,48459.964578168,51360.9669751956,53472.9932695113,53785.1530062167,55230.8594343348,56359.2989916423,57215.948033846,58096.2992560876,59849.2481763343,61062.9476532627,59586.2040065092,56153.9714986058
348,"HUN","Hungary",NA,16424.9091218342,15927.852682374,15854.1600476276,16343.7631939199,16610.3165037528,16652.5852250299,17210.6349309627,17923.5052290465,18526.3450154209,19406.5213432499,20243.5422548712,21263.8088400797,22195.8194585598,23317.8691246987,24355.7819172586,25377.0522205332,25477.9492943917,25792.7025200492,24102.0136912383,24427.6287331225,24971.4773629145,24754.2259132575,25284.3700544339,26424.7204043414,27499.3244662858,28170.8213622975,29465.1262413899,31095.557503677,32553.5236997988,31007.7684065436
352,"ISL","Iceland",NA,NA,NA,NA,NA,33666.2115335802,35014.2313439182,36732.9355616566,39017.4376817622,40103.865986755,41530.5173238278,42626.9230684438,42484.5161077416,43095.3568616422,46051.7438876501,48104.6518132004,49956.8486452996,52827.010122505,52999.4375361805,48770.9503367157,47457.6229185838,48186.167287662,48440.2550840897,50168.6885349699,50450.7416120995,52142.9328074888,54665.7639158139,55638.4920591797,56818.1958373474,56935.7727270827,52381.1127300602
356,"IND","India",1813.13585285954,1795.30232564205,1856.1705823103,1906.41205810118,1994.2269155916,2104.50529785736,2220.89320250685,2268.0430870099,2364.40868741246,2527.50834683316,2578.59152976754,2656.65520801033,2711.51184643314,2876.74338210702,3054.91887624755,3245.29988504732,3453.10566102777,3661.95550498044,3720.09264848115,3956.35901634772,4234.97957334961,4399.88823976861,4583.17319850011,4818.52255699988,5116.62910485036,5464.39405731664,5851.39488049321,6182.92210857473,6518.84505546914,6713.93221110733,6118.35733018965
360,"IDN","Indonesia",4532.54035135559,4762.38814494767,4986.78382846443,5224.16593099065,5529.23218215474,5892.07175353951,6258.43653334551,6458.07260904199,5531.30328176936,5497.81473510999,5689.26022293801,5816.42541239047,5996.18994588729,6198.65326777628,6423.72071419193,6699.2720908974,6974.4456536936,7319.43438577561,7657.59471924864,7906.26195495464,8286.7328696642,8680.21334226207,9080.06611317196,9457.01854097281,9801.16628336906,10149.6038700252,10531.1109693569,10935.6317158256,11371.7255560847,11811.9755589148,11444.9606828103
364,"IRN","Iran",8630.83521639574,9479.99150926332,9568.63698994008,9514.33700459735,9239.98122079972,9319.96827021696,9670.20449966807,9588.8808123403,9669.40057910636,9634.89982481681,10066.8027843828,10026.5822906582,10623.6276932881,11407.0616274642,11764.0968431825,11998.2148575374,12456.6098815859,13324.9078353028,13213.0956231173,13199.0186871419,13805.7038219488,14005.3133367405,12807.3947491137,12625.0874922326,13038.5550641112,12698.1091975659,14205.2116338952,14535.8735778483,13471.8606376875,12389.2233504389,12433.2969754764
368,"IRQ","Iraq",7684.82833748728,2690.27633387963,3467.60461869782,4386.28449531775,4419.14209035149,4376.20908002428,4710.35310335085,5535.86523493283,7237.71998049125,8253.59748359186,9364.59670507821,9249.8287652666,8244.98666820039,5077.40908450525,7589.72533351934,7542.22233395798,7815.4280047557,7830.67068154781,8333.3184806497,8440.26240069172,8748.50877615096,9107.59746483516,9997.88082583694,10349.3764645513,9991.61597199278,10122.2007755733,11191.1150421081,10719.0122173577,10346.2129581855,10565.2474296597,9255.25690289806
372,"IRL","Ireland",26437.2174800623,26792.8770723957,27500.3717843696,28100.0423063208,29600.5203319571,32286.4035330905,34393.7256174556,37801.1664513258,40684.8939399008,44461.9240062536,47996.9822935839,49744.6263252266,51797.4250335259,52494.2047718766,55040.8201679366,56943.8275271025,58189.7775217603,59530.8852826693,55712.5007157402,52336.6281814792,52965.7882507862,53298.8128819747,53045.6538178272,53435.639295265,57668.7554653506,71508.7338395953,72150.0399688693,77749.2019569363,83726.3629608889,86650.0046591323,90624.7189512456
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",NA,NA,NA,NA,NA,28338.1521496227,28986.2039958294,29366.7720783497,29845.8916421087,29994.6000812612,31416.9385084502,30715.580461218,30117.8814843125,29911.3863825917,30621.962938965,31239.0068599514,32408.3917854464,33666.1433274048,34065.4125478971,33568.5936626864,34800.2474731641,35743.5386114596,35942.7148394678,36759.8414522888,37474.8491839878,37554.5986562961,38234.7244825065,38833.9734252986,39418.3453068224,40007.3191584114,38341.2977939974
380,"ITA","Italy",36585.679902874,37122.8219323765,37407.1113238593,37065.4341248988,37855.0077387081,38947.2013118497,39429.4955552036,40129.9018819235,40844.745605278,41501.788369041,43053.93306429,43869.4279411713,43915.3853404839,43781.2199783422,44118.0366368664,44260.8274173515,44918.1703531499,45356.5367193485,44623.6020153058,42074.9212455092,42664.3552727925,42892.3055641948,41501.7112309704,40268.1127892774,39898.5264609827,40247.8290437941,40837.7376281438,41581.1207905479,42052.5563822519,42662.5223699096,38992.1483807497
388,"JAM","Jamaica",8592.38709393202,8936.36235785948,9030.71385561275,9787.54315973352,9826.21078945988,9959.22682647964,9850.98834741852,9643.351424164,9328.11483191457,9340.62054354735,9344.53464265287,9399.37061985986,9522.53175598611,9811.19522897176,9884.23511042929,9918.04765635066,10152.1779060752,10246.1619222218,10113.1591118266,9625.37507699624,9435.76084179982,9546.49380271588,9433.8457575619,9427.67897749306,9438.47691238925,9473.10619523861,9553.0961958309,9600.10474580389,9734.86228780542,9777.00568620682,8741.55044328036
392,"JPN","Japan",32945.9821696267,33938.3313570447,34099.3426499179,33812.9469151091,34053.5242335989,34867.5803906089,35878.7894669399,36144.6175538208,35588.625115631,35405.0801304671,36323.095297341,36375.5864162464,36306.330204805,36784.8810250825,37576.3898917125,38250.6380111696,38751.0050046681,39280.8948986659,38781.1987266546,36577.8634039981,38069.9560385983,38149.6181079417,38735.8963494252,39569.636574469,39739.5411241697,40402.5815055291,40754.102931535,41505.0824777862,41821.7085276266,42022.4896153767,39715.9339124881
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
