"code","iso","country","GHN.raw.1999","GHN.raw.2000","GHN.raw.2001","GHN.raw.2002","GHN.raw.2003","GHN.raw.2004","GHN.raw.2005","GHN.raw.2006","GHN.raw.2007","GHN.raw.2008","GHN.raw.2009","GHN.raw.2010","GHN.raw.2011","GHN.raw.2012","GHN.raw.2013","GHN.raw.2014","GHN.raw.2015","GHN.raw.2016","GHN.raw.2017","GHN.raw.2018","GHN.raw.2019"
344,"HKG","Hong Kong",84035.0815757575,83654.2595151514,76178.1076363636,81632.026,96765.0973939393,92919.6861212121,93076.8706666668,76273.9671515152,64303.1716969697,60950.9691515151,61802.2946666666,55309.8862424242,53503.7264242425,48911.893278237,55099.5458787879,59313.834,56920.6923030303,57162.5736363636,57200.8478787879,57489.7545454546,49351.7011515152
348,"HUN","Hungary",NA,49186.6654545454,63261.3484848484,66048.5296969696,74819.7842424243,74223.1054545455,75182.8987878788,80100.4367970616,82461.6727272728,75844.4236363636,50756.3345454544,37449.4284848486,23314.3048484847,9081.93636363642,0,0,7174.40303030288,22263.9084848483,44972.5660606061,68063.0606060607,75602.6957575758
352,"ISL","Iceland",NA,NA,NA,NA,NA,7263.9623030303,6953.65212121212,7400.82042424243,7832.77636363637,9272.3550909091,9053.03884848486,8819.43521212121,8253.09339393939,7997.10199999999,7434.59969696969,6664.03072727273,6025.2423030303,5435.03666666666,5236.52115151515,6042.38242424243,5640.11533333333
356,"IND","India",3713725.51515151,3755865.24848485,3686680.16363636,3535651.81212121,3484466.83636364,3544866.75757576,3691053.8,3979442.63030303,4397392.53333333,4923038.07878788,5659506.51515151,6052086.76969696,6498081.52121211,6913541,6885939.38787879,7223338.52121211,7335144.38787879,7267767.13939393,7222250.79393939,7366922.37575757,7381796.56363636
360,"IDN","Indonesia",1051501.52727273,980372.95151515,972628.915151514,987120.024242425,1014221.33333333,1073525.82424242,1088349.7030303,1172808.23030303,1352653.18787879,1433119.01818182,1553334.2969697,1548114.86060606,1785755.97575758,1987961.85454545,1739359.03636364,1628855.92727273,1675354.01212121,1766201.06060606,1722340.46060606,1828592.93333333,2007315.91515151
364,"IRN","Iran",1060400.56060606,1081300.82181818,1137575.10727273,1162574.38242424,1239072.86424242,1380668.08666667,1494311.95939394,1635151.30848485,1633236.84242424,1605506.92,1643923.45818182,1658299.60060606,1613904.95515151,1497316.73212121,1392453.93151515,1390368.5030303,1349888.02666667,1430736.1369697,1582468.41757576,1764789.48666667,1872767.54969697
368,"IRQ","Iraq",278813.041818182,395563.267272727,409506.509090909,398075.576969697,380916.82969697,421590.055151515,415741.766666667,338788.44,177892.665454545,180998.176969697,208130.580606061,261211.070909091,388100.490909091,534156.609090909,640127.016969697,754376.550303032,850994.58,1015842.40848485,1022842.76848485,1045298.40242424,1045998.63393939
372,"IRL","Ireland",114989.144848485,127646.775151515,139289.14060606,139677.13030303,131211.758787879,124940.266666667,111754.551515151,99314.2181818182,88925.5472727272,73578.3660606061,56165.203030303,45633.2515151516,32729.2727272728,30137.5963636364,25743.9575757575,24771.955151515,33460.3789311295,51810.038292011,63443.8204628099,69161.9484848484,68576.7854545454
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",NA,NA,NA,NA,NA,124532.997515151,108906.250787879,111075.81030303,111755.207090909,123500.687515151,110489.101151515,121716.312424242,136807.375636364,153314.908727273,144180.702424242,127314.892424242,121269.410363636,116499.448606061,113615.791878788,116721.577878788,112436.050242424
380,"ITA","Italy",650300.984242425,693439.643636364,716305.414545455,728915.083030303,747243.311515151,725687.980606061,729698.067272727,687446.115151515,635920.530909091,556516.412727273,412896.485913683,368061.614659321,251559.403757576,210018.532422405,269461.661263544,334973.664936639,383641.78923416,363501.014269973,291937.276385675,215463.334280992,164528.947878788
388,"JAM","Jamaica",22442.0913260606,22802.2597236364,22723.3645818182,20372.0729393939,19693.3313939394,17267.5366666666,15843.7123030303,17551.2146060606,15912.919030303,14432.3572121212,6304.07538512396,2013.14256969696,2852.85638457301,1233.04364150596,6101.08786042242,6394.49996363636,6582.92177226812,7480.35741046831,6717.77863140496,9862.07060606062,10468.2249090909
392,"JPN","Japan",1830443.07818182,1800725.71636364,1665816.0060606,1601159.98121212,1526356.97939394,1576958.49515152,1599899.8569697,1661076.13939394,1743790.34848485,1567881.70121212,1263090.82589532,1312862.85212121,1286065.48826446,1356440.76696051,1455233.9209697,1497736.60242424,1461831.85515152,1457766.91090909,1531215.0830303,1501485.98606061,1183650.76424242
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,"JOR","Jordan",36871.9431124848,36601.018746,33919.2996011515,35867.0710035758,36198.475189697,42195.9086357576,49315.6118787879,53186.057939394,57922.8519393939,57914.2125454546,56508.192,52286.5479393939,49799.3005454545,52415.3963030303,51135.453030303,56711.7741818182,59380.5881818182,57051.8023636364,60580.850969697,45253.188,37484.4295151516
398,"KAZ","Kazakhstan",0,0,0,0,65141.5041586778,309689.187272727,475780.655757576,627735.981818182,765974.692727272,851910.641818182,791903.218787879,827844.108484847,827651.341212121,748745.563636364,674850.213939393,563948.48,443208.275151515,382824.367878788,422838.891515151,498630.010909091,468812.621212121
404,"KEN","Kenya",73351.263030303,74888.5656363636,70144.8523030303,65562.4003636364,63889.3564242425,68427.4590909091,71134.4745454545,73603.1052727273,118177.620606061,145004.889090909,168194.152121212,180548.924848485,188957.89030303,181825.063636364,169434.332121212,159473.747878788,146600.686666667,134293.433939394,129472.44969697,134281.142424242,155068.443636364
296,"KIR","Kiribati",86.3201793939393,92.0143557575757,78.5596187878788,105.47652969697,131.03614,155.860072727273,200.237825454545,241.569627878788,241.355898787879,256.54734969697,219.359580606061,202.954378787879,156.937246666666,119.016009090909,87.2835709090909,79.1982412121212,93.9204327272727,128.184895757576,143.304104848485,175.323188484849,255.029835757576
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,"KWT","Kuwait",NA,NA,164399.173393939,114070.275515151,131610.638666667,161874.784727273,207758.817333333,230351.502969697,253109.017212121,267916.51569697,268515.719090909,265369.947212121,251398.511878788,265721.36,248652.394848485,216028.476181818,217950.671939394,228968.391575758,226083.96030303,222688.135939394,217399.014969697
417,"KGZ","Kyrgyzstan",2374.20483210285,0,0,0,7429.22970909089,13107.4958181818,13115.3285454545,14073.2846060606,18275.017030303,24875.6918787879,25950.2172727273,25565.1932121212,26816.2560606061,33899.2776969697,37840.5592121212,42748.2921818182,44469.4823030303,41546.8408484849,38385.3968484849,43450.1652121212,40888.9425454546
418,"LAO","Laos",13742.9247878788,14067.391030303,14226.4257575758,14851.2516969697,15220.8933333333,16703.6573333333,17383.8015151515,18903.7658181818,21159.0973939394,22334.8747878788,24336.1982424242,27567.552,28365.9495757576,31174.0053333333,34329.2133939394,36489.1597575757,50545.3659393939,73421.5676363636,94288.6183030304,105829.334606061,130384.462242424
428,"LVA","Latvia",NA,NA,NA,NA,NA,6607.04357575757,11246.5452727273,17556.5673333333,23309.2741818182,26009.3345454545,24532.7324848485,24611.8675151515,22120.2807272727,19098.2987878788,16361.7107878788,13681.3729090909,12615.2371327824,12751.607015978,12974.0334486685,13106.471030303,13104.6572121212
422,"LBN","Lebanon",54356.7881212121,50132.0367272728,47534.7894545455,43615.495030303,45266.1654545455,39659.5802424243,33871.8272727272,22976.6201212121,15033.9955757576,21194.6540606061,32943.1357575758,34983.7900606061,39405.0666666667,47593.6614545455,55717.2463636363,65307.822,73505.6076969696,74642.1664242425,71762.2295757575,46988.2410909091,38002.2955757576
426,"LSO","Lesotho",6025.01690909091,6323.93454545455,6436.16696969697,6305.7633939394,6464.77424242425,6352.33703030303,6597.86242424242,6297.1710909091,6057.90000000001,5251.57218181819,5780.40951515152,6153.12345454545,6609.96024242424,6694.85860606061,6418.94157575758,5962.22793939394,5457.78890909091,4923.0176969697,5483.19351515151,5565.46254545454,5169.91036363636
430,"LBR","Liberia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6282.17503030303,6842.57764242425,7416.78278787879,8011.05660606061,7925.14830303029,8798.47666666668,9577.85915151515,10226.3701212121,10072.4873333333,9870.9535151515,9829.6630909091
434,"LBY","Libya",NA,NA,NA,NA,NA,NA,NA,NA,NA,133458.061939394,124075.105757576,141005.095454545,50110.5246758494,71246.6158402205,66216.5927338844,56210.5403151515,59896.2692209366,58847.11767236,67965.6918640955,70605.8040011019,47610.5566141414
438,"LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,"LTU","Lithuania",NA,NA,NA,NA,NA,14084.7478787879,18435.8157575758,24099.8533333333,37925.3775757576,48472.5345454546,41870.3115151515,37027.5218181818,38200.2193939394,37974.0533333334,30868.3296969697,29055.7466666667,30244.5666666667,29807.1072727273,37219.4909090909,41194.8642424242,38004.1103030303
442,"LUX","Luxembourg",0,0,0,5244.84272727272,11860.9630909091,21305.5777575758,25637.1396969697,27797.26,27172.6070909091,24358.2328484849,19520.5569090909,17209.0583636364,13742.7621212121,10507.1305454545,6683.12606060607,5079.27921212121,3881.12254545454,2904.24884848486,3115.05381818182,4453.14278787879,5019.9029090909
446,"MAC","Macao",3923.7009830303,4062.01011575758,4168.91255151515,3528.47219454546,3141.17867454545,3305.88046909091,3327.76874181818,2814.33593575758,1897.14995272727,796.756539393942,2065.50186354454,866.383829696971,791.999290909089,0,0,50.1865824242427,2292.28837878788,2853.78505090909,3549.46398969697,3963.16831454545,7586.55441757575
450,"MDG","Madagascar",39300.429902303,38043.9978690909,32978.0842060606,24698.3453034343,26110.8107515151,22638.6621515152,31488.0329272727,33853.9236363636,40900.4596363637,44797.1756363636,50422.7676969697,54816.5712727272,54620.7083636364,51926.5883030303,48585.2637575757,42374.3263030303,42561.3429696969,42600.4205454545,42357.8284848485,42422.5054545454,42067.0145454545
454,"MWI","Malawi",8342.58775757576,9088.48193939393,9058.34187878787,10280.1575151515,11664.6979393939,11879.4584848485,12352.285030303,13299.2435151515,14559.1883636364,16678.7473939394,17717.6177575758,19778.5599393939,20688.8034545455,21655.6981818182,22622.3192121212,23421.3073939394,24109.2196363636,24382.8335757576,25382.4701212121,28789.8844242424,30635.4593939394
458,"MYS","Malaysia",427290.153333334,433611.935151515,433957.809090909,423250.743030303,480846.461818182,533035.288484849,586433.58,610950.533333332,644135.803030303,675514.648484847,609462.03090909,583896.193939394,538468.38969697,500437.299393939,536244.173939394,574615.941212121,572439.715151515,599996.571515152,575800.031515152,599262.107878788,593428.731515152
462,"MDV","Maldives",NA,NA,NA,NA,NA,2240.86233212121,2114.37604727273,2442.75029272727,2570.31924545455,2615.3453169697,2744.89591151515,2867.55586,2947.38685212121,3395.53668606061,3263.58446787879,3879.9088369697,3807.01357515151,4189.92357090909,4373.99818121212,4457.5863,4471.56272060606
466,"MLI","Mali",38606.2127272728,43246.9775757576,43744.5884848485,44249.0309090909,44931.0357575758,49442.9127272727,51686.5751515151,52492.5284848485,53691.0781818182,57770.556969697,59938.4739393939,66253.2218181818,67740.2654545454,67663.555151515,68668.2460606061,70276.1903030304,73099.0193939393,80221.1484848486,82731.4472727271,87324.5854545454,89909.2739393939
470,"MLT","Malta",3022.27739515151,2356.05749586777,2783.91800606061,2176.21235151515,3754.79836363636,4490.60233939394,5096.85021212121,5000.52531515151,5783.42818787879,5222.54834545454,4826.25264848485,4215.20713939394,4052.6100060606,3783.14633939394,2959.49713939394,2542.41555757576,570.897472727275,0,0,0,1010.77726060606
584,"MHL","Marshall Islands",151.041510242424,171.222745878788,187.041394181818,205.733668363636,209.037392484849,237.426874181818,241.711235575758,258.783412363636,267.613395818182,274.764726727273,268.760636242424,279.145959757576,282.035412484849,275.520977636364,261.39428860606,264.707491393939,247.528510848485,233.634532,230.784252787879,233.486409878788,397.388920181818
478,"MRT","Mauritania",16922.1743012121,19263.2510248485,20999.7659545455,21719.0447145455,22335.1135351515,21605.13078,20542.4124490909,20405.1844842424,19480.1569454545,16434.2184606061,16481.6974060606,17230.0930181818,17756.8035151515,19183.9463636364,19683.902969697,21410.8132121212,23878.0921818182,26178.1424848485,29747.6645454545,28555.9403636364,28671.0622424242
480,"MUS","Mauritius",6615.67507272728,7592.2818,7903.93201818182,8308.12521818182,8858.82569696971,8556.2403151515,8674.63141818182,9260.1668848485,9204.38550303032,9066.09915151514,8622.80922424243,8956.18723636364,8762.88866666668,8399.94703030304,8174.42290909093,7963.08624242424,7524.78757575758,7839.08121212121,8363.95618181818,8668.71981818182,8768.94248484848
484,"MEX","Mexico",1167025.86060606,1197472.6969697,1213802.07878788,1177267.2,1205952.18181818,1189062.11515151,1203692.13333333,1235250.64242424,1304504.9030303,1460871.01212121,1453712.07878788,1409812.22424243,1295099.65454545,1180445.27272727,1078680.51515151,927929.509090907,782956.363636363,750046.454545454,683852.06060606,704795.054545455,707726.587878788
583,"FSM","Micronesia",453.912839454545,453.138529333333,473.454213939394,441.149708666666,420.502943454545,320.137870909091,253.544848484849,205.261551515151,201.396632727273,136.320808413392,184.474155355075,86.171025429526,111.690641212121,139.02472261157,215.081476363636,272.699965454545,305.890226666667,323.318598181818,353.844032121212,343.602130909091,554.591774545455
498,"MDA","Moldova",NA,NA,NA,NA,NA,0,0,684.167614325088,6519.39517318641,11001.9276363636,10083.9308484848,9265.82381818181,8500.13381818182,7071.22818181818,7090.43793939394,7020.06012121211,7280.56581818182,8362.04478787879,9979.07406060607,14774.7288484849,14642.4963636364
492,"MCO","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,"MNG","Mongolia",26111.4221414141,27299.6101781451,27598.8248484848,24172.2633461892,19898.863030303,13626.1739393939,17315.6254545454,26095.9848484848,46325.0545454545,60377.383030303,81618.6636363636,100565.708484849,141217.887878788,193285.431515151,239693.281818182,227997.735151515,202166.981818182,197017.176969697,216893.707878788,213241.265454545,240618.605454545
499,"MNE","Montenegro",NA,NA,NA,NA,NA,NA,NA,6005.95436363636,6515.70915757576,8397.21984242425,5185.75205454545,5772.56412121212,6396.38190909091,6893.16049090909,7696.64638181819,8745.52743030303,10000.7532484849,9203.13453939393,9119.73507272728,10120.5880181818,9357.62714545454
504,"MAR","Morocco",100387.38969697,103899.549090909,114086.173939394,118237.436969697,116633.445454545,133437.313333333,144842.259393939,155327.970909091,163529.561212121,170082.24969697,167043.864242424,170232.688848485,172117.733212121,171179.206060606,161122.564363636,157687.591151515,157714.927030303,151234.508363636,157515.98969697,163118.528606061,173598.631757576
508,"MOZ","Mozambique",26365.8558157575,24223.5857812121,29437.3000006061,36216.2460969697,42991.5930181819,47864.7967878788,56715.4861818182,58013.716,57599.9743030303,60193.1533333333,51933.0709090909,48454.5496969697,43996.3218181818,51181.0890909091,60154.5812121212,77146.8066666668,81228.9145454546,86468.8393939393,95834.4393939393,111231.357575758,105347.947272727
104,"MMR","Myanmar",139033.68060606,148891.531515151,144858.855757576,144462.77030303,149605.579393939,165770.916363636,179095.895757576,197718.734545454,204841.621818182,194880.75030303,193338.660606061,200034.835151515,193904.068484849,173072.641818182,160453.49030303,167076.472121212,186366.253939394,214120.897575757,240138.878181818,258783.827878788,291211.101818182
516,"NAM","Namibia",11735.1642666667,13851.0372363636,15092.9756848485,12212.9504242424,12378.9345454545,13482.9986666667,16078.3909090909,20411.8315151515,20187.8484848485,18864.2957575758,24363.58,25862.2975757576,38854.383030303,47303.9260606061,30121.9187878788,21833.3521212121,14807.023030303,12402.576969697,8396.44181818182,322.720121212107,0
520,"NRU","Nauru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,47.6637263695134,96.8605894545454,80.216282909091,84.0716946060607,86.9369725454546,132.471838484849
524,"NPL","Nepal",52158.8406060606,52433.1266666666,52083.2715151515,47891.3987878788,45826.9436363636,42508.8739393939,42940.7715151515,41823.84,41790.1472727272,44446.6606060606,50552.0896969697,56221.8842424242,62243.5533333333,65261.1454545455,70264.5775757576,75843.5642424243,74353.7787878789,80222.6139393939,84750.4884848486,90540.7684848486,103513.386666667
528,"NLD","Netherlands",285108.930909091,260015.915757576,247245.667878788,226904.913333333,216165.330909091,211713.595757576,197587.22060606,212410.99030303,213666.227878788,205193.74060606,186429.501212121,211989.75030303,183280.344242424,170873.741212121,163614.836363636,149964.559393939,151431.141818182,154340.516969697,155083.305454546,139721.136969697,120297.638181818
540,"NCL","New Caledonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,"NZL","New Zealand",128413.661398545,129658.600676121,131591.318456485,129127.156973818,126030.115051879,120586.839378667,113474.220020606,105311.868243636,101161.058985939,90617.2564201212,84122.300045818,77347.8973258181,74660.5578746667,84827.4947764849,89038.0299890909,101162.210394424,105384.786496243,107079.485736,109041.800055515,107946.506198545,107730.042754182
558,"NIC","Nicaragua",19903.2224242424,23706.9890909091,23916.8917575758,25330.6522424242,28880.7115757576,29784.236969697,29678.9782424242,28042.3566060606,26567.5655151515,23439.0618787879,22516.8978787879,21836.6753939394,23912.7073333333,24835.3407272727,26841.2001818182,29269.7096363636,33315.2696363636,35753.9736969697,35738.6291515152,35608.04,36671.1882424243
562,"NER","Niger",37032.316969697,36631.3424242424,37200.3781818182,37684.9387878788,38922.0733333333,40384.0557575758,41933.5375757576,43794.8872727273,46243.9448484849,49644.0648484849,53636.9987878788,53084.7612121212,53735.3957575758,57218.3278787879,61650.3836363636,66346.6763636364,69699.4096969696,73641.7381818182,77498.8187878786,82602.2884848486,87562.0545454546
566,"NGA","Nigeria",747870.165454546,736486.353939393,681390.777575757,491828.806060605,451959.372727273,357758.569090909,314110.510909091,309869.475151516,261744.548484849,199795.995151515,75099.6903030304,192179.119393939,365196.775757576,375066.361395776,457965.533333333,555532.315151515,602049.751515152,613145.16969697,632708.56969697,640163.375757576,538687.254545455
570,"NIU","Niue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,"PRK","North Korea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
807,"MKD","North Macedonia",10396.0825198898,18396.8282787879,20088.799030303,17457.9353939394,15382.2075757576,13233.8436124885,11530.2523030303,11273.1721818182,5892.2850909091,5861.89284848486,1718.50818181818,1410.53957575757,3984.13206060607,2177.73163636364,400.240969696964,0,0,675.601818181822,2384.22230303032,2664.44212121211,4557.11521212121
578,"NOR","Norway",125339.807878788,134535.97030303,144653.558181818,128688.157575758,145504.87030303,140540.287878788,130106.378787879,120767.204242424,115058.679393939,140545.776969697,139514.978181818,119004.742424242,89920.8121212121,65312.3703030304,65426.6527272727,59539.9036363636,51440.8393939393,29856.7133333332,37143.3884848486,66437.5957575756,87171.8127272728
512,"OMN","Oman",83090.8731587879,94242.8242787879,106815.424084849,123765.940666667,158267.08630303,154433.731757576,164864.080181818,185963.357939394,200754.62369697,190583.286909091,174262.894787879,176745.221272727,190824.883636364,207833.000545455,240137.051878788,240746.777939394,242584.943636364,244509.136787879,254526.323151515,247335.120545454,226082.169515151
586,"PAK","Pakistan",517599.952727273,539316.928484848,531172.745454546,539515.157575757,556350.290909091,595856.666666667,623285.739393939,683182.072727272,734882.260606061,763835.418181818,780475.733333332,761057.357575757,730581.884848486,684597.721212121,636768.315151515,611952.472727273,625219.696969697,732776.73939394,900462.418181818,1026572.84242424,1112491.0969697
585,"PLW","Palau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340.383460606061,346.949933333333,413.434363636363,433.526236363636,291.355392286501,230.117552800735,181.492084297521,184.202957575758,248.760866666667,233.09793939394,508.426896969697
591,"PAN","Panama",20671.4335151515,19518.0927878788,22642.4232727273,21808.4841212121,21624.3858787879,19772.6532727273,19717.4141212121,20870.1822424242,19343.3874545455,20743.9282424242,23530.3381212121,25780.0592727273,32005.9700606061,33231.1563636364,37839.3139393939,35726.2926060606,34222.1993333334,31533.1706060606,31071.3867272727,27195.6446666667,27899.7681212121
598,"PNG","Papua New Guinea",18852.6509575758,20268.2410242424,20379.1024242424,21636.610030303,21915.6927454545,24095.8147939394,27970.7882363636,30400.911860606,31868.7733030303,37199.5238363636,28925.915460606,21286.622969697,15359.6448484849,9461.95042424244,4693.77430303032,10601.0379393939,22536.2300606061,33597.1700606061,42264.4185454545,53923.7415757575,58177.8846060607
600,"PRY","Paraguay",52100.9315151515,46034.0903030303,43250.9363636364,36155.32,37960.1424242424,33082.2260606061,36140.0206060606,37847.6303030303,46263.7551515151,48446.4624242424,54307.9981818182,59444.8048484849,65686.5545454545,69783.2375757575,76877.6187878786,80567.9636363636,79458.1303030304,78502.2121212121,84212.7278787879,73048.6806060607,67562.7133333333
604,"PER","Peru",114166.884593939,117112.178224242,104832.457781818,94488.3535757575,85774.4636363636,86489,93516.6163636364,87605.9133333334,107383.356969697,115130.94,140977.651515152,167458.007272727,178743.670909091,190577.455757576,182150.426060606,192149.397575758,191530.719393939,188784.068484849,184475.872727273,176937.618181818,172785.862424242
608,"PHL","Philippines",296827.01939394,297704.832727273,282256.243636364,265010.133333334,241847.296969697,235098.481818182,229758.558181818,207848.127878788,220578.84,226275.003030303,233577.376363636,259190.723030303,271926.292121212,293227.686060606,322701.578181818,357073.547272727,398535.741212121,431285.43030303,482551.747272727,518993.35030303,539824.309090909
616,"POL","Poland",248388.113333333,182538.7,145538.254545454,103083.835151514,105619.623636364,88109.7375757572,125638.610909091,259763.993333333,376452.16,441017.527272727,421010.861818182,450948.689090909,464656.947878788,421178.735151515,412451.250909091,353240.487878788,341147.216363636,391836.561818182,454357.010909091,536633.429090909,481455.544848485
620,"PRT","Portugal",153367.981818182,153938.270909091,149426.923030303,161590.203636364,143350.611515151,132860.16060606,128815.07030303,101404.783636364,78530.9575206611,58249.5551515151,63730.5684848484,62759.3612121211,59860.7054545454,67652.4296969696,69559.6866666666,79182.9733333333,106972.356969697,118722.648484849,144449.414545455,149666.09030303,156547.011515151
634,"QAT","Qatar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278526.898030303,342627.455793939,411384.949430303,488049.50471515,512914.711212121,568245.348606061,567391.124363636,549169.953272728,494810.147151515,402773.594363636,367583.736848485
178,"COG","Republic of Congo",48321.5780791515,53999.5785020607,53333.1036118789,34945.5605727273,28623.3966248485,21522.565430303,24183.3299575758,29930.6021454546,25842.472769697,26431.3656060606,32574.156939394,44367.551030303,49403.2076363636,40755.0766666667,33267.0856363636,25847.306060606,24620.1833939394,27499.3367272727,27469.1546666667,26426.7608484848,22379.880969697
642,"ROU","Romania",0,0,0,0,0,21785.8432727272,55003.0604040406,132106.666071625,172111.06,171727.292727273,108076.016418733,64844.6981818182,53370.8296969696,29168.7345454546,0,0,0,0,39293.8212121214,76528.5490909093,78937.7151515153
643,"RUS","Russia",1994689.61035813,1772021.31434343,1637498.54868687,1639856.21715335,2096249.86299357,2440493.12121212,2850908.92727273,3213354.56363636,3265970.21818182,3252529.34545455,2793418.43030303,2766246.42424242,2940353.01212121,3122422.73939394,3106361.93333333,3035883.10909091,2957528.05454545,3056786.59393939,3171645.03030303,3525163.76969697,3276290.07878788
646,"RWA","Rwanda",4243.52029939394,5120.36265151515,6524.88758181819,7657.46625454546,8923.12515757575,9960.50486666668,10072.6413212121,10521.8113272727,11306.0077575757,12001.4943636364,12872.2549090909,13328.4605454545,12916.0493939394,12523.5661212121,12271.2841212121,11678.9256363636,12650.6145454545,12650.7165454545,12774.3899393939,13029.5242424242,12950.9593333333
652,"BLM","Saint Barthelemy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,"KNA","Saint Kitts and Nevis",436.140130278788,489.906882424242,514.310136787879,562.040186666667,567.938649090911,600.906619393939,553.81445030303,508.441182424242,506.240875151515,479.655355151515,466.731893333333,444.941339393939,441.863070909091,393.020992121212,366.703331515151,382.829134545455,365.587429090909,347.984795151515,363.922083030303,389.924586060606,441.695767878788
662,"LCA","Saint Lucia",1345.94903636364,1272.88248484849,1127.87329090909,678.851442424242,639.091051515152,549.779740606061,474.004996293848,569.625067272727,425.632998710744,285.290615151515,316.030618181818,454.659398181818,471.151456363636,372.960954545454,367.559603030303,522.088668484848,600.2991,643.938254545454,612.002244848484,588.114556969697,622.536606666666
670,"VCT","Saint Vincent and the Grenadines",557.02871929091,506.151170266667,544.001210121212,531.225295515151,541.51072,604.203517575757,625.04773151515,605.897396363636,679.747553939393,538.561063636364,793.728653333332,574.282585454546,429.705158787879,461.827717575757,310.05066060606,425.373959393939,287.663546666667,319.119118674013,390.539937575758,344.132560606061,548.276232727273
882,"WSM","Samoa",481.185721212121,507.003618181819,567.327333333333,581.747557575757,606.502927272727,608.311181818181,622.240363636364,622.597787878788,601.68556969697,579.955793939394,585.924666666666,598.65956969697,676.728806060606,694.477975757576,721.462351515151,773.118048484849,902.666642424243,996.990963636364,999.576921212121,1005.67977575758,1262.58641212121
674,"SMR","San Marino",NA,NA,NA,NA,NA,NA,NA,413.979897575758,387.974904242424,348.183127272727,254.882100606061,233.460394214876,206.54202692011,177.704703452709,158.204190258953,168.095091658402,183.685092595041,172.265354159779,152.96117322314,129.16431246281,50.9012797392103
678,"STP","Sao Tome and Principe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,376.536695151515,371.713293939394,389.155858787879,393.185611515151,393.45331030303,387.970203030303,401.167516969697,408.559945454545,376.864195757576,321.70005939394
682,"SAU","Saudi Arabia",251029.013939394,272302.741212121,366488.876969697,554334.449696969,776221.570909093,1161582.51818182,1305396.20060606,1526116.16969697,1429372.14606061,1412991.22121212,1355016.92,1489472.08606061,1448857.67636364,1570244.42484849,1480202.89030303,1635870.80787879,1775895.30969697,1642851.05515151,1477401.17757576,1266971.33454545,1092268.47939394
686,"SEN","Senegal",23686.4406060606,26071.8733333333,26250.0490909091,24717.9539393939,23160.1072727273,26230.0345454545,28052.7593939394,27977.3727272727,26505.3175757576,25528.6975757576,25867.7157575758,35642.3660606061,42252.3951515151,42279.6557575757,42789.4157575758,44944.0436363636,48444.0418181818,50778.3915151515,48918.4163636364,47741.486060606,46157.78
688,"SRB","Serbia",NA,NA,NA,NA,NA,138596.763030303,116154.090909091,139722.582424242,153537.303030303,167187.77030303,128458.852121212,107044.144242424,101418.333939394,80774.0999999999,74270.7458842974,52500.6121212121,49799.0727272727,64628.6115151515,77367.7870964187,89549.6333333333,108421.873939394
690,"SYC","Seychelles",1747.02860666667,2127.30494787879,2494.2500430303,2357.16336363636,2228.16029090909,2510.74700424242,2255.40363272727,2055.41873757576,1587.52139818182,1422.93189333333,815.985210909091,289.61296060606,0,0,0,0,0,272.942947272728,735.504241212121,902.510686666668,928.40092909091
694,"SLE","Sierra Leone",2742.70751938659,2891.81548175941,2906.93223088485,4081.21333543434,7850.61890242424,12627.5764321212,15910.6735460606,20859.2281727273,20923.3506090909,18541.7760660606,16441.6422030303,12733.8706909091,11294.2947878788,12311.4893333333,12592.1148484849,14323.2591515151,14123.7338181818,16687.222,17040.4734545455,15291.671030303,12668.4838787879
702,"SGP","Singapore",84637.1991515152,87821.3046060606,92681.84,73031.0676363637,76860.4444848485,87587.4582424243,35423.6796363636,28440.5140606061,48827.7710909091,74668.018909091,176053.052060606,155413.940484849,97224.1011515153,100300.170787879,117968.520848485,123342.979636364,120078.399151515,48499.3261707989,10885.7572727272,0,43816.1918787879
