"code","iso","country","WTA.raw.1992","WTA.raw.1993","WTA.raw.1994","WTA.raw.1995","WTA.raw.1996","WTA.raw.1997","WTA.raw.1998","WTA.raw.1999","WTA.raw.2000","WTA.raw.2001","WTA.raw.2002","WTA.raw.2003","WTA.raw.2004","WTA.raw.2005","WTA.raw.2006","WTA.raw.2007","WTA.raw.2008","WTA.raw.2009","WTA.raw.2010","WTA.raw.2011","WTA.raw.2012","WTA.raw.2013","WTA.raw.2014","WTA.raw.2015","WTA.raw.2016","WTA.raw.2017","WTA.raw.2018","WTA.raw.2019","WTA.raw.2020"
626,"TLS","Timor-Leste",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
768,"TGO","Togo",17.96969835,17.96969835,17.96969835,17.96969835,17.96969835,17.96969835,17.96969835,5.572270529,5.476203392,5.476203392,5.476203392,5.956773228,6.437309398,6.437309398,9.70706667,10.86337356,11.63209524,12.88432037,12.88432037,12.98042232,12.98042232,12.98042232,12.98042232,12.98042232,12.98042232,12.98042232,12.98042232,12.98042232,12.980422
776,"TON","Tonga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
780,"TTO","Trinidad and Tobago",14.29172833,14.29172833,14.29172833,14.1963502,14.1963502,14.1963502,14.1963502,14.1963502,14.1963502,14.10109351,13.91045344,13.2436453,12.67210341,12.29083216,11.71892109,11.33764729,10.95661966,10.76627774,10.48038201,10.38512444,10.19448875,10.00404657,10.09932757,10.09932757,10.1947216,10.29007276,10.29007276,10.86175887,10.95705
788,"TUN","Tunisia",2.963293193,2.963293193,2.963293193,2.963293193,2.963293193,2.963293193,2.963293193,3.205320617,3.286199936,3.286199936,3.286199936,3.286199936,3.286199936,3.286199936,3.286199936,3.286199936,3.286199936,3.286199936,3.286199936,3.286199936,3.286199936,3.286199936,3.286199936,3.286199936,3.286199936,3.286199936,3.286199936,3.286199936,3.2862
792,"TUR","Turkey",2069.526986,2069.071285,2068.918969,2075.109633,2078.754543,2078.606291,2079.332097,2081.699204,2085.85355,2088.501771,2098.315409,2099.274177,2102.433766,2104.559054,2108.048103,2108.786316,2112.348526,2109.624851,2109.349873,2105.69506,2104.790694,2102.593027,2096.74934,2095.684744,2092.602137,2091.400389,2089.15309,2087.111509,2087.234677
795,"TKM","Turkmenistan",13.22134707,13.22134707,13.22134707,13.22134707,13.22134707,13.22134707,13.22134707,13.22134707,13.22134707,13.22134707,13.22134707,13.22134707,13.22134707,13.29332041,13.29332041,13.29332041,13.29332041,13.29332041,13.44741011,14.44916562,14.68036432,14.68036432,15.68092107,15.68092107,14.88901288,14.88901288,14.88901288,14.88901288,14.657857
796,"TCA","Turks and Caicos Islands",63.17963662,63.08962986,63.08962986,63.62971231,63.62971231,63.62971231,63.53975098,63.53975098,63.35971652,63.35971652,62.54984425,61.64978186,61.64978186,61.64978186,61.64978186,61.64978186,61.64978186,61.64978186,61.64978186,61.64978186,61.64978186,60.11949943,59.57947631,59.57947631,59.57947631,59.57947631,59.66949529,59.12938145,59.129381
798,"TUV","Tuvalu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
800,"UGA","Uganda",3766.353433,3766.353433,3766.353433,3768.486116,3768.389281,3767.8077,3767.614114,3773.712881,3778.93976,3772.054715,3777.084654,3779.306717,3767.581297,3761.959708,3762.056893,3762.444028,3759.635145,3752.174691,3751.88391,3750.62542,3749.173145,3749.367128,3748.69105,3748.594119,3743.263586,3741.228742,3733.662906,3730.755132,3730.270666
804,"UKR","Ukraine",505.9222937,505.7986311,505.6687476,501.0158272,500.0735734,499.9193729,499.3647424,495.5427373,494.8855265,495.7474794,497.7979626,498.2986943,497.8018054,501.1667741,502.1808724,500.5453539,504.1032142,505.9174563,506.8246904,508.6567121,510.6732686,512.1301666,515.1996209,515.1996209,518.0289838,517.4658473,521.5488429,522.435545,524.487718
784,"ARE","United Arab Emirates",13.44304004,13.44304004,13.44304004,13.17972899,13.00414179,12.74071117,12.74071117,12.74071117,12.74071117,12.74071117,12.74071117,12.74071117,13.26983896,13.26983896,13.26983896,13.26983896,13.26983896,13.26983896,13.26983896,13.26983896,13.26983896,13.26983896,13.26983896,13.26983896,13.26983896,13.26983896,13.26983896,13.26983896,13.269839
826,"GBR","United Kingdom",14078.015213807,14071.450193807,14067.126423807,13930.955623807,13846.385593807,13523.330803807,13474.809023807,13009.082093807,12726.339233807,12585.465523807,12556.219873807,12537.668573807,12507.037753807,12504.517763807,12494.548723807,12487.760573807,12483.485113807,12479.061553807,12473.013313807,12462.915373807,12460.645783807,12457.644603807,12449.764703807,12449.968163807,12443.182423807,12444.684283807,12443.918073807,12445.778523807,12440.672233
840,"USA","United States of America",125327.23222587,125287.71925458,125247.08098928,123118.82738402,121769.87136834,120180.46350264,116329.06741704,109184.24354354,99047.88256511,91359.74868637,87659.40939892,83889.910314006,79529.699669924,78867.226079748,77188.942203948,76699.489801548,76383.708710924,75423.254624257,75531.810117269,75516.995946269,75570.902576926,75533.328561905,75528.386773723,75530.131933723,75471.636849023,75280.126969425,75620.72875265,76463.44565995,76537.724058
858,"URY","Uruguay",2880.156959,2880.156959,2880.156959,2879.090696,2877.691726,2876.792161,2872.91877,2862.56694,2857.856657,2855.040659,2859.437685,2855.727602,2859.523783,2859.953475,2862.606379,2831.474066,2830.853013,2815.351184,2781.003508,2782.457056,2771.538916,2761.694539,2739.58558,2739.424477,2724.935107,2722.175263,2742.949197,2738.952596,2739.745042
860,"UZB","Uzbekistan",676.4067307,676.267401,681.6311996,681.6278537,682.6015242,682.6015242,682.6015242,683.645108,683.645108,683.645108,683.645108,683.645108,683.645108,683.645108,683.645108,683.645108,683.645108,683.645108,683.645108,683.645108,683.5713161,682.2433669,680.9155549,680.9155549,680.4719469,680.3981246,680.2504799,680.2504799,680.25048
548,"VUT","Vanuatu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
862,"VEN","Venezuela",19300.7983,19432.46187,19431.41302,19521.95654,19578.65856,19641.3,19669.61256,19968.08665,19993.31808,20023.49549,20026.76285,20037.01596,20358.97641,20370.26143,20377.9928,20383.6068,20403.10906,20437.03617,20450.18442,20459.05989,20472.62109,20500.95309,20537.02572,20535.97582,20572.63409,20639.43956,20656.61608,20818.87067,20830.199577
704,"VNM","Viet Nam",589.8726065,589.8726065,589.7828355,591.4861938,591.5758314,591.8699176,593.6652662,592.1429684,592.9921528,594.9106055,595.5558508,596.0096843,600.8497905,601.0337441,600.5894003,601.6786376,604.5785173,618.4110477,628.099661,634.9805648,653.1209408,659.9234683,680.0506092,679.8710795,669.5254484,672.8699934,678.6788609,680.2074518,680.283627
876,"WLF","Wallis and Futuna Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732,"ESH","Western Sahara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,"YEM","Yemen",8.274213965,8.274213965,8.274213965,8.274213965,8.274213965,8.274213965,8.274213965,8.274213965,8.274213965,8.274213965,8.274213965,8.274213965,8.274213965,8.274213965,8.274213965,8.274213965,8.274213965,8.274213965,8.274213965,8.274213965,8.274213965,8.274213965,8.274213965,8.274213965,8.179706767,8.179706767,8.179706767,7.990690281,7.896181
894,"ZMB","Zambia",28345.96419,28345.96419,28345.96419,28358.827,28365.21298,28382.89342,28455.06042,28559.89352,28787.20522,28957.84028,28987.53307,29021.02621,29496.26082,29509.38042,29532.4867,29582.91365,29591.55947,29557.37697,29556.1412,29563.37694,29562.81354,29559.51514,29553.44917,29553.35382,29534.93403,29521.10843,29513.72728,29560.66298,29565.327487
716,"ZWE","Zimbabwe",259.9981409,259.9981409,259.9981409,260.0862727,260.2675355,260.3505559,263.0763767,265.982335,265.9853079,266.8929592,269.8063504,269.8046309,271.0810792,273.8976615,273.9819142,274.7024219,270.6887272,262.8499305,264.0996814,263.5463014,265.3528922,265.0785537,264.5006791,264.5006791,262.9292296,260.4866237,259.928816,260.1185439,261.220179
